time,acc_x,acc_y,acc_z,time,gyro_x,gyro_y,gyro_z
15640,-8.072,3.778,5.536,15640,-1.686,1.276,-1.206
15650,-8.838,4.506,5.54,15650,-1.686,1.376,-1.28
15660,-9.234,4.054,5.552,15660,-1.812,1.422,-1.358
15670,-9.264,3.07,5.334,15670,-1.964,1.458,-1.42
15680,-8.834,1.878,5.536,15680,-2.102,1.508,-1.504
15690,-8.196,1.33,5.776,15690,-2.256,1.538,-1.596
15700,-7.47,1.51,6.212,15700,-2.41,1.548,-1.678
15710,-6.802,2.168,6.524,15710,-2.53,1.556,-1.744
15720,-6.42,2.982,6.292,15720,-2.558,1.592,-1.798
15730,-6.344,3.298,5.874,15730,-2.476,1.652,-1.852
15740,-6.178,3.258,5.576,15740,-2.32,1.702,-1.902
15750,-5.864,3.316,5.332,15750,-2.194,1.7,-1.95
15760,-5.846,3.318,4.834,15760,-2.156,1.626,-1.972
15770,-6.066,2.97,4.284,15770,-2.238,1.562,-1.964
15780,-6.178,2.238,3.768,15780,-2.402,1.572,-1.928
15790,-5.904,1.276,3.038,15790,-2.554,1.642,-1.886
15800,-5.576,0.454,2.152,15800,-2.654,1.74,-1.84
15810,-5.432,-0.094,1.136,15810,-2.708,1.854,-1.8
15820,-5.734,-0.434,0.152,15820,-2.73,1.946,-1.726
15830,-6.252,-0.634,-0.492,15830,-2.712,2.05,-1.652
15840,-6.414,-0.824,-0.732,15840,-2.636,2.176,-1.566
15850,-5.88,-1.284,-0.542,15850,-2.476,2.306,-1.472
15860,-5.244,-1.784,-0.638,15860,-2.236,2.434,-1.36
15870,-4.856,-2.44,-0.994,15870,-1.96,2.596,-1.222
15880,-4.874,-3.07,-1.452,15880,-1.692,2.782,-1.056
15890,-5.172,-3.7,-2.006,15890,-1.504,3.008,-0.888
15900,-5.518,-4.202,-2.542,15900,-1.67,3.194,-0.674
15910,-5.674,-4.736,-3.17,15910,-2.116,3.314,-0.402
15920,-5.476,-5.188,-3.708,15920,-2.632,3.45,-0.194
15930,-4.978,-5.518,-4.178,15930,-2.92,3.568,-0.01
15940,-4.252,-5.682,-4.654,15940,-2.68,3.612,0.196
15950,-3.738,-5.802,-5.29,15950,-1.878,3.63,0.406
15960,-3.694,-5.64,-5.334,15960,-0.76,3.58,0.584
15970,-4.082,-4.506,-5.086,15970,0.29,3.544,0.752
15980,-4.756,-3.026,-5.528,15980,0.974,3.536,0.872
15990,-5.522,-1.992,-7.35,15990,1.08,3.542,0.902
16000,-6.034,-2.268,-9.598,16000,0.648,3.502,0.916
16010,-6.472,-3.946,-11.666,16010,-0.04,3.408,0.98
16020,-6.794,-5.858,-12.918,16020,-0.4,3.286,1.054
16030,-7.088,-7.128,-13.714,16030,-0.222,3.338,1.078
16040,-6.89,-7.01,-13.768,16040,0.054,3.13,1.106
16050,-6.528,-5.218,-13.392,16050,0.072,2.682,1.418
16060,-6.498,-2.134,-12.906,16060,-0.084,2.234,2.104
16070,-6.908,1.118,-12.884,16070,0.33,1.644,2.986
16080,-7.07,2.534,-13.7,16080,2.104,0.722,3.508
16090,-6.458,1.784,-16.642,16090,4.576,-0.582,4.166
16100,-5.102,0.576,-19.746,16100,6.434,-2.44,4.964
16110,-3.972,0.648,-23.43,16110,7.01,-4.34,5.65
16120,-2.008,0.492,-27.096,16120,7.116,-5.802,6.462
16130,0.284,-0.426,-30.844,16130,6.97,-6.848,7.346
16140,1.338,-5.14,-34.704,16140,6.69,-7.662,8.09
16150,-0.488,-9.666,-38.898,16150,6.574,-8.642,8.696
16160,-3.062,-10.016,-39.226,16160,6.062,-9.616,9.036
16170,-5.378,-7.49,-39.188,16170,5.222,-10.2,9.008
16180,-3.418,-1.29,-39.226,16180,4.23,-10.566,9.144
16190,2.844,6.118,-39.226,16190,2.872,-11.02,9.54
16200,8.876,11.27,-37.83,16200,1.234,-11.568,9.894
16210,14.182,14.086,-29.886,16210,-0.982,-12.204,10.04
16220,18.488,16.976,-22.402,16220,-5.862,-13.736,9.742
16230,23.404,19.318,-12.178,16230,-10.554,-13.864,8.08
16240,28.13,21.644,-2.836,16240,-10.89,-10.176,4.91
16250,29.922,22.992,2.836,16250,-7.956,-7.622,2.588
16260,28.33,22.334,9.128,16260,-4.73,-7.146,1.118
16270,25.918,20.798,12.234,16270,-2.296,-9.258,-0.32
16280,26.578,19.418,12.274,16280,-1.236,-10.894,-1.552
16290,27.082,18.558,-2.258,16290,-0.348,-9.808,-2.014
16300,35.414,27.254,6.592,16300,1.522,-8.128,-2.258
16310,39.226,15.432,11.362,16310,4.2,-6.936,-2.534
16320,39.17,-2.816,-7.896,16320,5.838,-6.626,-2.632
16330,29.68,-19.642,-30.324,16330,6.098,-6.47,-2.676
16340,12.292,-12.256,-33.722,16340,5.072,-6.306,-2.72
16350,12.708,-1.372,-20.028,16350,3.566,-6.048,-2.802
16360,33.062,5.028,-1.396,16360,2.29,-5.64,-2.786
16370,39.226,1.724,2.65,16370,2.008,-5.112,-2.692
16380,37.806,2.904,9.16,16380,2.542,-4.4,-2.41
16390,29.076,8.606,14.264,16390,3.31,-3.704,-2.018
16400,24.446,17.606,18.382,16400,4.032,-3.092,-1.736
16410,22.892,23.802,20.99,16410,4.646,-2.516,-1.526
16420,21.902,27.394,24.47,16420,5.054,-1.968,-1.356
16430,21.67,25.072,26.668,16430,5.458,-1.424,-1.132
16440,21.48,19.652,25.684,16440,5.788,-0.974,-0.806
16450,20.72,14.568,26.334,16450,6.026,-0.648,-0.554
16460,17.606,12.526,27.048,16460,6.168,-0.326,-0.418
16470,14.498,11.874,27.158,16470,6.064,-0.026,-0.374
16480,12.176,12.924,26.504,16480,5.646,0.122,-0.412
16490,10.196,13.53,25.692,16490,5.018,0.17,-0.418
16500,8.322,13.86,24.286,16500,4.266,0.264,-0.34
16510,6.354,13.288,22.074,16510,3.622,0.384,-0.246
16520,4.206,12.5,19.746,16520,3.062,0.52,-0.154
16530,2.96,12.088,18.266,16530,2.58,0.74,-0.078
16540,2.634,12.446,16.938,16540,2.272,1.034,0
16550,2.246,13.21,16.068,16550,2.088,1.326,0.024
16560,1.756,14.212,14.096,16560,1.922,1.572,-0.054
16570,1.938,13.792,13.536,16570,1.67,1.772,-0.192
16580,1.95,13.138,12.468,16580,1.262,1.836,-0.362
16590,1.692,12.784,12.012,16590,0.718,1.85,-0.602
16600,1.882,12.408,11.5,16600,0.066,1.896,-0.89
16610,2.116,12.328,10.67,16610,-0.666,1.912,-1.13
16620,1.69,12.84,10.274,16620,-1.408,1.954,-1.246
16630,0.888,13.934,9.416,16630,-2.028,2.036,-1.284
16640,0.28,15.308,9.058,16640,-2.354,2.13,-1.368
16650,-0.802,16.286,8.242,16650,-2.338,2.26,-1.466
16660,-1.586,16.84,7.212,16660,-2.188,2.442,-1.494
16670,-1.464,17.356,6.246,16670,-2.008,2.67,-1.516
16680,-1.032,17.964,5.918,16680,-1.9,2.926,-1.592
16690,-0.89,18.068,6.118,16690,-1.938,3.154,-1.682
16700,-1.41,16.71,6.238,16700,-2.186,3.294,-1.708
16710,-2.158,14.566,5.924,16710,-2.474,3.374,-1.7
16720,-2.44,13.066,5.26,16720,-2.594,3.386,-1.738
16730,-1.992,12.042,5.09,16730,-2.566,3.364,-1.786
16740,-1.306,11.606,5.164,16740,-2.51,3.32,-1.822
16750,-0.848,12.094,4.792,16750,-2.456,3.238,-1.902
16760,-0.672,13.106,4.412,16760,-2.442,3.146,-2.026
16770,-0.804,13.53,4.262,16770,-2.578,3.124,-2.114
16780,-0.978,12.696,3.722,16780,-2.78,3.104,-2.156
16790,-1.504,11.828,2.57,16790,-2.842,3.042,-2.16
16800,-1.704,11.512,1.636,16800,-2.63,2.98,-2.108
16810,-1.564,11.338,1.296,16810,-2.118,2.882,-2.056
16820,-1.508,11.738,1.102,16820,-1.346,2.748,-2.028
16830,-1.088,12.906,0.892,16830,-0.482,2.614,-2.008
16840,-0.258,13.94,1.404,16840,0.342,2.46,-2.036
16850,-0.018,14.028,1.994,16850,0.966,2.314,-2.072
16860,-0.658,12.856,1.17,16860,1.338,2.21,-2.156
16870,-1.272,10.552,0.4,16870,1.296,2.084,-2.206
16880,-1.654,8.292,-0.354,16880,0.822,1.882,-2.22
16890,-1.798,6.968,-1.064,16890,0.18,1.684,-2.224
16900,-1.792,6.234,-1.088,16900,-0.354,1.524,-2.19
16910,-1.982,6.38,-1.234,16910,-0.608,1.362,-2.134
16920,-2.03,6.888,-1.428,16920,-0.632,1.236,-2.016
16930,-2.178,7.782,-1.444,16930,-0.474,1.156,-1.916
16940,-2.536,9.028,-1.154,16940,-0.138,1.056,-1.868
16950,-2.972,10.088,-0.748,16950,0.356,0.942,-1.832
16960,-3.504,10.808,-0.884,16960,0.748,0.854,-1.774
16970,-3.884,10.276,-1.15,16970,0.872,0.794,-1.68
16980,-4.216,8.882,-1.482,16980,0.878,0.756,-1.636
16990,-4.21,7.054,-1.382,16990,0.81,0.712,-1.66
17000,-4.256,5.788,-1.368,17000,0.392,0.628,-1.554
17010,-4.582,5.234,-2.11,17010,-0.196,0.59,-1.426
17020,-4.866,4.852,-2.472,17020,-0.562,0.58,-1.314
17030,-4.97,4.558,-1.63,17030,-0.48,0.56,-1.268
17040,-5.018,4.67,-0.966,17040,-0.112,0.546,-1.294
17050,-5.114,5.056,-0.916,17050,0.174,0.58,-1.242
17060,-5.296,6.554,-1.012,17060,0.228,0.606,-1.226
17070,-5.23,7.67,-0.762,17070,0.088,0.582,-1.184
17080,-5.182,7.722,-0.462,17080,-0.064,0.518,-1.118
17090,-5.298,6.598,-0.738,17090,-0.118,0.432,-1.052
17100,-5.572,5.386,-0.968,17100,-0.18,0.334,-0.998
17110,-5.982,5.168,-1.016,17110,-0.344,0.24,-0.942
17120,-5.772,5.256,-0.198,17120,-0.412,0.15,-0.906
17130,-5.998,6.198,-0.052,17130,-0.316,0.052,-0.874
17140,-6.492,6.676,-0.406,17140,-0.194,-0.072,-0.822
17150,-7.042,6.122,-0.75,17150,-0.148,-0.202,-0.718
17160,-7.518,5.454,-0.826,17160,-0.148,-0.294,-0.602
17170,-7.658,5.614,-0.534,17170,-0.148,-0.386,-0.498
17180,-7.46,5.484,-0.19,17180,-0.108,-0.462,-0.436
17190,-7.256,4.76,-0.402,17190,-0.222,-0.394,-0.358
17200,-7.252,4.072,-0.816,17200,-0.556,-0.31,-0.242
17210,-7.556,3.774,-1.042,17210,-0.776,-0.318,-0.152
17220,-7.868,3.792,-0.912,17220,-0.774,-0.338,-0.046
17230,-7.868,3.792,-0.324,17230,-0.704,-0.33,0.052
17240,-7.768,3.778,0.034,17240,-0.746,-0.336,0.152
17250,-7.464,4.19,0.506,17250,-0.894,-0.368,0.272
17260,-6.822,5.278,1.528,17260,-0.994,-0.386,0.354
17270,-6.626,5.66,2.038,17270,-0.936,-0.368,0.378
17280,-6.94,4.912,1.312,17280,-0.804,-0.338,0.418
17290,-6.918,3.5,0.666,17290,-0.672,-0.332,0.478
17300,-6.67,2.886,0.398,17300,-0.554,-0.35,0.522
17310,-6.47,3.29,0.268,17310,-0.47,-0.36,0.572
17320,-6.136,3.828,0.336,17320,-0.452,-0.368,0.614
17330,-5.838,4.022,0.334,17330,-0.562,-0.398,0.662
17340,-5.584,4.132,0.316,17340,-0.798,-0.432,0.704
17350,-5.4,4.106,0.27,17350,-1.03,-0.452,0.752
17360,-5.454,3.99,0.114,17360,-1.072,-0.458,0.732
17370,-5.656,4.022,-0.13,17370,-0.93,-0.466,0.716
17380,-5.658,4.054,-0.324,17380,-0.738,-0.464,0.762
17390,-5.606,4.432,-0.378,17390,-0.544,-0.438,0.82
17400,-5.458,4.97,-0.1,17400,-0.366,-0.414,0.876
17410,-5.44,5.414,0.22,17410,-0.244,-0.388,0.934
17420,-5.486,5.408,0.044,17420,-0.136,-0.334,0.988
17430,-5.65,5.054,0.178,17430,0.026,-0.236,1.046
17440,-5.704,4.718,0.294,17440,0.264,-0.14,1.05
17450,-5.65,4.28,0.398,17450,0.558,-0.06,1.05
17460,-5.952,4.24,0.714,17460,0.932,0.004,1.076
17470,-6.39,4.836,1.156,17470,1.212,0.062,1.122
17480,-6.682,5.452,1.582,17480,1.168,0.132,1.16
17490,-6.758,5.484,1.81,17490,0.796,0.158,1.196
17500,-6.636,5.244,2.194,17500,0.33,0.166,1.218
17510,-6.804,5.164,2.458,17510,-0.052,0.202,1.204
17520,-7.228,4.798,2.472,17520,-0.3,0.23,1.186
17530,-7.682,4.684,2.37,17530,-0.35,0.22,1.18
17540,-8.226,5.202,2.604,17540,-0.174,0.192,1.224
17550,-8.904,6.088,3.52,17550,0.124,0.144,1.342
17560,-9.474,6.816,4.392,17560,0.454,0.116,1.446
17570,-9.518,7.124,4.986,17570,0.666,0.12,1.496
17580,-9.524,7.174,5.174,17580,0.708,0.124,1.502
17590,-9.84,6.898,5.244,17590,0.612,0.092,1.544
17600,-10.35,6.51,5.05,17600,0.484,0.006,1.558
17610,-10.678,6.244,4.754,17610,0.41,-0.136,1.502
17620,-10.804,6.268,4.76,17620,0.31,-0.262,1.404
17630,-10.726,6.856,5.242,17630,0.116,-0.398,1.328
17640,-10.376,7.6,6.01,17640,-0.124,-0.512,1.246
17650,-10.162,8.482,6.596,17650,-0.242,-0.568,1.09
17660,-10.09,9.08,6.78,17660,-0.07,-0.63,0.86
17670,-10.35,9.194,6.834,17670,0.394,-0.684,0.646
17680,-11,8.878,6.82,17680,0.958,-0.686,0.516
17690,-11.35,8.326,7.358,17690,1.18,-0.64,0.39
17700,-11.152,7.424,7.594,17700,0.838,-0.6,0.29
17710,-10.42,6.622,8.068,17710,0.012,-0.592,0.19
17720,-9.762,6.05,8.432,17720,-0.896,-0.536,0.06
17730,-9.19,5.578,8.238,17730,-1.572,-0.444,-0.044
17740,-8.51,5.06,7.406,17740,-1.904,-0.296,-0.15
17750,-7.598,5.006,7.194,17750,-1.918,-0.14,-0.312
17760,-7.106,5.886,7.816,17760,-1.73,-0.018,-0.438
17770,-6.656,7.798,8.564,17770,-1.56,0.09,-0.522
17780,-6.374,9.866,9.282,17780,-1.46,0.168,-0.6
17790,-5.802,11.12,9.906,17790,-1.332,0.256,-0.66
17800,-4.838,10.728,9.784,17800,-1.212,0.328,-0.722
17810,-4.142,8.968,9.246,17810,-1.138,0.362,-0.802
17820,-3.998,7.506,8.52,17820,-1.09,0.356,-0.852
17830,-3.96,6.958,7.654,17830,-1.112,0.304,-0.862
17840,-4.118,6.68,7.24,17840,-1.28,0.226,-0.834
17850,-4.75,6.256,6.748,17850,-1.606,0.132,-0.768
17860,-5.08,6.02,6.766,17860,-2.014,0.066,-0.706
17870,-5.506,5.91,6.926,17870,-2.39,0.054,-0.682
17880,-6.086,5.738,7.144,17880,-2.646,0.09,-0.67
17890,-6.654,5.478,6.91,17890,-2.686,0.172,-0.732
17900,-7.186,5.504,6.572,17900,-2.584,0.288,-0.844
17910,-7.442,6.168,6.48,17910,-2.39,0.376,-0.904
17920,-7.336,7.246,6.456,17920,-2.104,0.38,-0.936
17930,-6.966,8.26,6.55,17930,-1.61,0.382,-0.92
17940,-6.34,8.638,6.962,17940,-0.996,0.488,-0.914
17950,-5.562,8.16,7.314,17950,-0.424,0.594,-0.924
17960,-5.158,7.724,7.158,17960,-0.066,0.658,-0.924
17970,-5.144,7.676,6.936,17970,0.06,0.748,-0.908
17980,-5.372,7.406,6.754,17980,0.024,0.824,-0.916
17990,-5.734,6.252,6.286,17990,-0.12,0.788,-0.91
18000,-5.644,4.902,5.728,18000,-0.302,0.738,-0.916
18010,-5.032,4.408,5.972,18010,-0.46,0.654,-0.908
18020,-4.576,5.318,6.282,18020,-0.638,0.528,-0.888
18030,-4.676,6.56,6.746,18030,-0.984,0.468,-0.862
18040,-4.982,6.822,7.454,18040,-1.456,0.442,-0.882
18050,-5.294,6.592,7.664,18050,-1.916,0.43,-0.91
18060,-5.66,6.32,6.544,18060,-2.028,0.444,-0.978
18070,-5.914,5.93,5.666,18070,-1.656,0.46,-1.062
18080,-6.088,4.638,5.438,18080,-0.916,0.478,-1.144
18090,-6.198,3.792,5.65,18090,-0.256,0.458,-1.152
18100,-6.064,4.016,5.974,18100,0.002,0.41,-1.152
18110,-5.982,5.162,6.38,18110,-0.17,0.43,-1.186
18120,-6.114,5.878,7.278,18120,-0.732,0.546,-1.248
18130,-6.258,5.474,7.81,18130,-1.526,0.64,-1.308
18140,-6.426,3.876,7.796,18140,-2.208,0.678,-1.364
18150,-6.622,2.424,7.022,18150,-2.55,0.746,-1.42
18160,-6.948,1.494,6.16,18160,-2.498,0.844,-1.506
18170,-7.118,1.74,6.608,18170,-2.26,0.934,-1.588
18180,-6.654,3.418,7.788,18180,-2.08,1.058,-1.694
18190,-6.208,5.874,8.91,18190,-2.03,1.23,-1.822
18200,-6.464,7.744,10.002,18200,-2.132,1.422,-1.95
18210,-7.02,8.082,10.43,18210,-2.352,1.574,-2.068
18220,-7.144,6.736,10.362,18220,-2.594,1.676,-2.162
18230,-6.79,5.164,10.394,18230,-2.752,1.762,-2.254
18240,-6.61,4.448,10.684,18240,-2.854,1.834,-2.278
18250,-6.608,4.394,11.3,18250,-2.89,1.9,-2.29
18260,-6.43,4.952,11.542,18260,-2.914,2.004,-2.31
18270,-5.984,5.64,11.698,18270,-2.982,2.098,-2.298
18280,-5.73,6.044,10.982,18280,-3.07,2.136,-2.264
18290,-5.796,5.682,10.436,18290,-3.03,2.132,-2.228
18300,-5.886,5.056,9.874,18300,-2.866,2.09,-2.218
18310,-5.42,4.416,8.712,18310,-2.714,1.984,-2.188
18320,-4.77,3.78,7.064,18320,-2.658,1.822,-2.142
18330,-4.102,3.416,6.41,18330,-2.676,1.694,-2.096
18340,-3.65,3.352,5.338,18340,-2.75,1.642,-2.04
18350,-3.768,3.074,4,18350,-2.938,1.646,-1.96
18360,-4.046,2.332,2.712,18360,-3.176,1.648,-1.872
18370,-4.358,1.616,1.572,18370,-3.342,1.632,-1.798
18380,-4.818,0.98,0.612,18380,-3.378,1.578,-1.726
18390,-5.104,0.562,-0.04,18390,-3.342,1.506,-1.638
18400,-4.794,0.226,-0.162,18400,-3.25,1.472,-1.556
18410,-3.924,0.25,-0.01,18410,-3.102,1.522,-1.478
18420,-3.256,0.67,-0.184,18420,-2.894,1.632,-1.39
18430,-3.256,0.702,-0.902,18430,-2.62,1.75,-1.286
18440,-3.69,-0.074,-1.86,18440,-2.394,1.878,-1.146
18450,-4.33,-1.13,-2.52,18450,-2.292,2.004,-0.988
18460,-4.612,-2.11,-2.638,18460,-2.264,2.152,-0.852
18470,-4.124,-2.762,-2.898,18470,-2.256,2.336,-0.72
18480,-3.264,-3.202,-3.268,18480,-2.174,2.58,-0.604
18490,-2.662,-3.836,-3.604,18490,-2,2.884,-0.432
18500,-2.69,-4.472,-3.896,18500,-1.69,3.17,-0.254
18510,-2.904,-4.886,-4.06,18510,-1.158,3.404,-0.19
18520,-3.056,-5.012,-4.3,18520,-0.666,3.576,-0.068
18530,-3.212,-4.616,-4.46,18530,-0.256,3.69,0.07
18540,-3.316,-4.568,-4.968,18540,0.006,3.748,0.178
18550,-3.264,-4.904,-6.006,18550,0.034,3.802,0.286
18560,-2.912,-5.864,-7.186,18560,-0.26,3.808,0.412
18570,-2.736,-6.79,-7.982,18570,-0.716,3.738,0.544
18580,-3.398,-6.496,-9.404,18580,-1.006,3.634,0.628
18590,-4.182,-6.872,-10.144,18590,-0.844,3.468,0.656
18600,-4.822,-7.062,-10.35,18600,-0.242,3.348,0.714
18610,-5.212,-6.748,-10.922,18610,0.462,3.372,0.8
18620,-5.434,-6.16,-11.476,18620,0.932,3.428,0.902
18630,-5.888,-5.334,-12.046,18630,1.28,3.372,1.002
18640,-6.662,-4.594,-12.85,18640,1.486,3.14,1.218
18650,-7.39,-4.744,-13.472,18650,1.478,2.598,1.548
18660,-7.716,-5.898,-14.382,18660,1.08,1.798,2.268
18670,-7.302,-7.6,-14.646,18670,0.352,0.846,3.378
18680,-6.256,-8.05,-14.356,18680,0.458,-0.098,4.112
18690,-5.29,-6.804,-15.3,18690,1.874,-0.922,4.85
18700,-5.45,-4.628,-18.614,18700,3.926,-1.948,5.92
18710,-5.944,-2.584,-23.182,18710,5.704,-3.34,6.746
18720,-5.874,-2.084,-27.32,18720,6.178,-4.84,7.424
18730,-4.26,-4.806,-30.296,18730,6.502,-5.948,7.864
18740,-1.672,-11.094,-32.666,18740,7.346,-6.726,8.436
18750,-0.444,-15.312,-33.272,18750,7.306,-7.736,9.122
18760,1.534,-15.912,-34.702,18760,6.298,-9.056,9.458
18770,2.654,-15.852,-38.224,18770,5.126,-9.894,9.438
18780,0.174,-14.254,-39.226,18780,3.628,-9.956,9.344
18790,0.368,-9.526,-37.1,18790,1.812,-9.962,9.214
18800,5.064,0.286,-33.782,18800,-0.392,-10.256,8.86
18810,11.912,9.136,-33.246,18810,-2.34,-10.728,7.742
18820,17.254,11.718,-26.796,18820,-4.252,-10.98,5.672
18830,21.082,13.284,-16.934,18830,-8.532,-11.194,4.062
18840,26.294,18.534,-8.908,18840,-11.692,-10.204,3.288
18850,31.53,24.408,0.566,18850,-10.404,-8.226,2.53
18860,32,28.524,8.604,18860,-7.574,-8.554,1.47
18870,29.796,31.658,14.712,18870,-0.358,-11.078,-0.192
18880,27.752,36.922,19.896,18880,3.906,-12.26,-0.754
18890,27.278,38.548,20.952,18890,3.61,-10.74,-0.64
18900,25.588,33.132,-2.316,18900,1.942,-9.102,-0.438
18910,31.564,21.748,-1.142,18910,1.244,-8.192,-0.886
18920,31.372,-4.454,13.472,18920,2.298,-8.132,-1.356
18930,14.282,-33.182,-24.886,18930,4.066,-8.006,-1.892
18940,5.742,-37.532,-37.254,18940,4.894,-7.366,-2.056
18950,19.922,-18.02,-37.322,18950,4.452,-6.602,-2.102
18960,38.922,2.32,-15.794,18960,3.828,-5.866,-2.092
18970,39.226,15.586,-4.442,18970,3.656,-5.212,-1.944
18980,36.012,16.782,4.88,18980,4.234,-4.582,-1.7
18990,27.768,11.54,9.492,18990,5.146,-3.84,-1.396
19000,24.98,9.298,11.942,19000,5.988,-3.15,-1.138
19010,28.204,14.742,16.404,19010,6.588,-2.388,-0.924
19020,29.042,20.614,21.088,19020,6.716,-1.582,-0.702
19030,27.224,21.552,23.532,19030,6.482,-0.95,-0.522
19040,24.536,17.764,25.202,19040,6.17,-0.408,-0.384
19050,21.982,12.72,24.104,19050,5.78,0.004,-0.33
19060,20.932,10.194,24.12,19060,5.38,0.26,-0.394
19070,19.2,10.37,24.448,19070,5.222,0.57,-0.45
19080,17.938,12.48,23.78,19080,5.08,0.93,-0.474
19090,16.992,15.498,23.496,19090,4.924,1.292,-0.604
19100,15.074,17.472,21.566,19100,4.792,1.792,-0.706
19110,13.278,18.274,18.748,19110,4.542,2.312,-0.744
19120,11.522,18.58,16.814,19120,4.172,2.754,-0.77
19130,9.766,18.938,15.064,19130,3.74,3.074,-0.86
19140,8.958,19.256,12.448,19140,3.304,3.248,-1.072
19150,8.382,18.788,12.184,19150,2.794,3.296,-1.234
19160,7.194,17.988,12.628,19160,2.098,3.144,-1.416
19170,6.364,18.008,12.094,19170,1.052,2.882,-1.58
19180,5.436,18.16,11.91,19180,-0.068,2.662,-1.7
19190,4.026,18.126,10.97,19190,-0.92,2.602,-1.78
19200,2.718,17.618,9.316,19200,-1.292,2.67,-1.886
19210,1.902,17.286,7.03,19210,-1.118,2.76,-2.052
19220,1.544,17.48,4.922,19220,-0.642,2.844,-2.226
19230,-0.334,18.748,3.334,19230,-0.236,2.952,-2.37
19240,-2.398,19.724,3.232,19240,-0.178,3.012,-2.504
19250,-3.596,19.7,3.464,19250,-0.65,2.932,-2.558
19260,-4.204,18.44,4.148,19260,-1.56,2.688,-2.576
19270,-4.616,15.876,4.96,19270,-2.606,2.348,-2.586
19280,-4.66,13.38,4.758,19280,-3.66,2.044,-2.468
19290,-4.306,11.83,4.16,19290,-4.422,1.828,-2.272
19300,-3.672,11.282,3.226,19300,-4.598,1.676,-2.08
19310,-3.466,12.14,2.332,19310,-4.066,1.522,-1.93
19320,-3.66,13.53,1.8,19320,-3.068,1.414,-1.786
19330,-4.016,14.692,0.642,19330,-1.882,1.402,-1.632
19340,-4.362,16.364,-0.28,19340,-0.712,1.356,-1.48
19350,-4.078,16.566,0.154,19350,0.346,1.172,-1.408
19360,-4.066,14.656,0.848,19360,1.09,0.976,-1.348
19370,-4.368,11.188,0.982,19370,1.23,0.872,-1.276
19380,-4.65,7.858,0.31,19380,0.79,0.756,-1.292
19390,-4.49,5.038,0.634,19390,0.082,0.592,-1.28
19400,-4.188,2.948,1.522,19400,-0.782,0.464,-1.202
19410,-4.436,1.414,1.428,19410,-1.348,0.424,-1.204
19420,-5.152,1.276,1.076,19420,-1.362,0.436,-1.25
19430,-5.172,3.032,1.42,19430,-1.05,0.458,-1.268
19440,-4.862,5.702,2.528,19440,-0.598,0.49,-1.332
19450,-5.398,8.404,2.712,19450,-0.072,0.52,-1.464
19460,-6.09,10.982,3.402,19460,0.486,0.548,-1.578
19470,-6.394,11.224,4.502,19470,0.976,0.564,-1.64
19480,-6.378,9.492,4.854,19480,1.284,0.606,-1.72
19490,-6.124,7.58,4.126,19490,1.28,0.67,-1.74
19500,-5.576,5.836,3.408,19500,0.934,0.662,-1.668
19510,-5.168,4.872,3.378,19510,0.41,0.648,-1.664
19520,-4.886,4.818,3.474,19520,-0.07,0.654,-1.612
19530,-4.714,5.272,3.76,19530,-0.344,0.676,-1.536
19540,-4.52,5.37,4.21,19540,-0.398,0.704,-1.452
19550,-4.494,5.542,4.41,19550,-0.356,0.736,-1.372
19560,-4.598,6.092,4.32,19560,-0.352,0.742,-1.262
19570,-4.658,6.888,4.308,19570,-0.392,0.724,-1.13
19580,-4.808,7.868,4.116,19580,-0.43,0.696,-1.008
19590,-4.94,7.926,3.282,19590,-0.464,0.65,-0.898
19600,-5.156,7.108,2.728,19600,-0.502,0.608,-0.8
19610,-5.166,6.066,2.512,19610,-0.604,0.616,-0.704
19620,-4.974,5.506,2.58,19620,-0.796,0.63,-0.58
19630,-4.978,5.36,2.32,19630,-1.016,0.616,-0.476
19640,-5.316,5.148,2.04,19640,-1.128,0.584,-0.42
19650,-5.7,5.002,2.05,19650,-1.088,0.51,-0.392
19660,-5.868,4.974,2.266,19660,-0.99,0.428,-0.312
19670,-5.682,5.05,2.676,19670,-0.852,0.41,-0.28
19680,-5.37,5.526,3.104,19680,-0.726,0.4,-0.302
19690,-5.322,6.338,3.026,19690,-0.666,0.39,-0.27
19700,-5.664,6.438,2.43,19700,-0.646,0.386,-0.23
19710,-6.124,5.666,1.98,19710,-0.666,0.37,-0.224
19720,-6.46,4.976,1.556,19720,-0.76,0.354,-0.21
19730,-6.318,4.312,0.758,19730,-0.958,0.344,-0.15
19740,-5.958,4.402,0.878,19740,-1.18,0.316,-0.08
19750,-5.772,5.314,1.082,19750,-1.294,0.274,-0.026
19760,-5.608,5.872,1.432,19760,-1.236,0.23,0.034
19770,-5.478,6.196,1.958,19770,-1.02,0.198,0.082
19780,-5.524,6.786,2.066,19780,-0.704,0.182,0.148
19790,-5.576,7.054,1.954,19790,-0.324,0.184,0.204
19800,-5.644,7.026,2.128,19800,0,0.182,0.234
19810,-5.854,6.99,2.182,19810,0.12,0.17,0.268
19820,-6.076,6.7,2.024,19820,0.06,0.15,0.264
19830,-6.194,6.032,1.982,19830,-0.06,0.112,0.246
19840,-6.156,5.434,2.272,19840,-0.17,0.078,0.212
19850,-6.118,4.922,2.342,19850,-0.298,0.052,0.176
19860,-6.196,4.6,2.304,19860,-0.39,0.034,0.132
19870,-6.416,4.944,2.686,19870,-0.388,0.002,0.104
