time,acc_x,acc_y,acc_z,time,gyro_x,gyro_y,gyro_z
670,-1.974,6.864,6.544,670,1.946,-1.538,-0.21
680,-1.956,7.388,6.436,680,2.062,-1.574,-0.2
690,-1.878,7.828,6.41,690,1.984,-1.626,-0.16
700,-1.834,7.916,6.304,700,1.81,-1.69,-0.116
710,-1.848,7.94,5.934,710,1.634,-1.726,-0.068
720,-1.554,7.382,5.966,720,1.534,-1.722,-0.04
730,-1.282,6.51,6.06,730,1.456,-1.686,-0.012
740,-1.206,6.52,5.748,740,1.376,-1.652,0.024
750,-1.096,7.232,5.248,750,1.316,-1.624,0.072
760,-1.122,8.074,5.084,760,1.276,-1.604,0.134
770,-1.146,8.638,5.01,770,1.31,-1.6,0.19
780,-0.914,8.584,4.97,780,1.41,-1.602,0.26
790,-0.6,8.484,5.032,790,1.466,-1.598,0.328
800,-0.282,8.56,5.024,800,1.496,-1.596,0.336
810,-0.106,8.608,4.992,810,1.542,-1.606,0.41
820,-0.138,8.484,4.856,820,1.666,-1.608,0.466
830,-0.214,8.158,4.494,830,1.812,-1.602,0.536
840,-0.286,7.756,4.036,840,1.898,-1.596,0.59
850,-0.234,7.454,3.468,850,1.88,-1.6,0.64
860,0.256,7.354,3.534,860,1.82,-1.624,0.702
870,0.338,8.138,3.282,870,1.768,-1.658,0.756
880,0.404,8.21,3.452,880,1.746,-1.682,0.816
890,0.36,7.94,3.432,890,1.724,-1.7,0.874
900,0.512,7.568,3.158,900,1.624,-1.724,0.91
910,0.714,7.688,2.768,910,1.436,-1.742,0.942
920,0.902,8.21,2.512,920,1.194,-1.762,0.976
930,0.858,8.86,2.256,930,0.944,-1.776,1.004
940,0.746,9.048,2.25,940,0.762,-1.764,1.028
950,0.81,8.662,2.15,950,0.67,-1.71,1.038
960,1.022,8.514,1.938,960,0.612,-1.65,1.048
970,1.162,8.934,1.664,970,0.572,-1.618,1.048
980,1.266,9.676,1.61,980,0.608,-1.596,1.052
990,1.316,10.132,1.68,990,0.706,-1.552,1.048
1000,1.328,10.146,1.744,1000,0.742,-1.502,1.04
1010,1.51,9.886,1.906,1010,0.666,-1.478,1.032
1020,1.774,9.748,2.074,1020,0.444,-1.46,1.03
1030,1.932,9.76,2.024,1030,0.174,-1.454,1.012
1040,1.934,9.682,2.092,1040,-0.036,-1.46,0.978
1050,1.934,9.44,1.932,1050,-0.11,-1.416,0.91
1060,2.134,9.504,1.976,1060,-0.026,-1.346,0.884
1070,2.358,9.906,1.842,1070,-0.102,-1.286,0.932
1080,2.454,10.734,1.762,1080,-0.248,-1.228,0.876
1090,2.582,11.424,2.032,1090,-0.322,-1.148,0.844
1100,2.624,11.632,2.326,1100,-0.37,-1.132,0.834
1110,2.558,11.24,2.29,1110,-0.432,-1.15,0.804
1120,2.566,10.57,1.882,1120,-0.51,-1.162,0.772
1130,2.6,10.44,1.804,1130,-0.6,-1.196,0.762
1140,3.18,9.742,2.748,1140,-0.61,-1.236,0.756
1150,3.478,10.028,2.6,1150,-0.482,-1.26,0.744
1160,3.53,10.53,2.516,1160,-0.24,-1.28,0.726
1170,3.048,10.358,2.158,1170,0.004,-1.288,0.728
1180,2.766,10.24,1.674,1180,0.166,-1.274,0.72
1190,3.056,10.446,1.524,1190,0.194,-1.23,0.718
1200,3.356,10.536,1.32,1200,0.09,-1.196,0.71
1210,3.422,10.242,1.132,1210,-0.056,-1.148,0.696
1220,3.468,9.466,0.986,1220,-0.192,-1.064,0.696
1230,3.504,8.758,0.804,1230,-0.236,-0.938,0.64
1240,3.678,8.402,0.698,1240,-0.286,-0.702,0.61
1250,3.896,8.584,0.772,1250,-0.356,-0.538,0.558
1260,4.156,9.112,0.96,1260,-0.436,-0.336,0.582
1270,4.244,9.63,1.242,1270,-0.342,-0.264,0.506
1280,4.332,9.938,1.25,1280,-0.1,-0.132,0.486
1290,4.488,9.792,1.152,1290,0.15,-0.022,0.444
1300,4.44,9.554,1.188,1300,0.348,0.1,0.394
1310,5.074,9.96,3.13,1310,0.438,0.184,0.362
1320,4.74,9.838,2.388,1320,0.444,0.268,0.306
1330,4.808,9.598,3.116,1330,0.396,0.352,0.254
1340,3.644,8.904,1.566,1340,0.438,0.442,0.206
1350,3.896,8.456,1.682,1350,0.684,0.526,0.182
1360,4.202,8.198,1.408,1360,0.916,0.612,0.136
1370,4.382,8.55,1.494,1370,1.056,0.802,0.06
1380,4.308,8.968,1.284,1380,1.016,0.906,-0.006
1390,4.066,9.374,1.17,1390,0.864,0.964,-0.052
1400,4.066,9.736,1.188,1400,0.726,1.026,-0.078
1410,3.996,9.858,1.326,1410,0.614,1.08,-0.104
1420,4.004,8.892,1.252,1420,0.47,1.102,-0.152
1430,3.948,8.77,1.318,1430,0.242,1.118,-0.2
1440,4.226,9.214,1.838,1440,-0.07,1.16,-0.25
1450,4.088,9.628,2.068,1450,-0.436,1.222,-0.304
1460,3.792,10,1.892,1460,-0.772,1.332,-0.346
1470,3.578,9.96,1.858,1470,-1.024,1.484,-0.376
1480,3.492,9.636,1.946,1480,-1.024,1.634,-0.444
1490,3.506,9.62,1.816,1490,-0.836,1.746,-0.484
1500,3.626,10.034,1.64,1500,-0.574,1.858,-0.52
1510,3.796,10.61,1.834,1510,-0.356,1.97,-0.588
1520,3.818,10.974,2.242,1520,-0.25,2.04,-0.672
1530,3.752,11.046,2.464,1530,-0.238,2.06,-0.74
1540,3.846,10.688,2.726,1540,-0.276,2.082,-0.79
1550,4.042,10.222,3.22,1550,-0.396,2.11,-0.866
1560,4.262,9.81,2.952,1560,-0.594,2.124,-0.94
1570,4.424,9.896,3.036,1570,-0.794,2.12,-0.988
1580,4.288,10.116,3.464,1580,-0.882,2.112,-1.056
1590,3.854,10.328,3.762,1590,-0.802,2.112,-1.134
1600,3.384,10.57,3.748,1600,-0.66,2.134,-1.212
1610,3.176,10.782,3.584,1610,-0.514,2.178,-1.298
1620,3.134,11.19,3.564,1620,-0.414,2.204,-1.356
1630,3.054,11.864,3.632,1630,-0.386,2.22,-1.424
1640,2.988,11.976,3.636,1640,-0.376,2.224,-1.512
1650,2.832,11.594,3.732,1650,-0.364,2.238,-1.594
1660,2.862,11.204,3.726,1660,-0.346,2.262,-1.658
1670,3.008,10.98,3.73,1670,-0.334,2.266,-1.68
1680,3.11,11,3.79,1680,-0.3,2.258,-1.698
1690,3.08,11.166,3.51,1690,-0.328,2.25,-1.666
1700,2.862,11.274,3.55,1700,-0.372,2.252,-1.66
1710,2.482,11.088,3.462,1710,-0.348,2.246,-1.67
1720,2.17,10.49,3.368,1720,-0.258,2.228,-1.682
1730,1.964,10.036,3.276,1730,-0.142,2.204,-1.692
1740,1.88,9.364,2.998,1740,-0.09,2.176,-1.702
1750,1.63,9.146,2.692,1750,-0.12,2.136,-1.702
1760,1.496,9.31,2.668,1760,-0.176,2.098,-1.688
1770,1.488,9.456,2.904,1770,-0.234,2.044,-1.67
1780,1.596,9.3,2.602,1780,-0.274,1.97,-1.628
1790,1.58,8.648,1.926,1790,-0.3,1.922,-1.58
1800,1.35,8.49,1.692,1800,-0.316,1.888,-1.538
1810,1.162,8.776,1.91,1810,-0.312,1.848,-1.494
1820,1.022,8.74,1.772,1820,-0.248,1.776,-1.436
1830,0.882,8.486,1.676,1830,-0.144,1.698,-1.358
1840,0.572,8.322,1.502,1840,-0.022,1.59,-1.276
1850,0.27,8.074,1.224,1850,0.082,1.496,-1.188
1860,0.238,7.704,1.4,1860,0.106,1.418,-1.092
1870,0.272,7.522,1.64,1870,0.052,1.326,-0.98
1880,0.142,7.382,1.702,1880,-0.01,1.228,-0.862
1890,-0.256,6.956,1.302,1890,-0.042,1.134,-0.74
1900,-0.558,6.444,1.11,1900,-0.036,1.02,-0.632
1910,-0.778,6.18,0.774,1910,0.008,0.902,-0.516
1920,-0.74,6.338,0.702,1920,0.07,0.806,-0.37
1930,-0.616,6.908,0.988,1930,0.122,0.712,-0.218
1940,-0.696,7.21,1.124,1940,0.164,0.592,-0.056
1950,-0.918,7.102,1.212,1950,0.208,0.468,0.102
1960,-1.102,6.834,1.41,1960,0.268,0.348,0.242
1970,-1.356,6.556,1.442,1970,0.338,0.222,0.368
1980,-1.552,6.326,1.156,1980,0.388,0.116,0.474
1990,-1.616,6.318,1.112,1990,0.358,0.008,0.596
2000,-1.75,6.39,1.276,2000,0.272,-0.118,0.736
2010,-2.044,6.524,1.436,2010,0.186,-0.236,0.85
2020,-2.286,6.682,1.432,2020,0.16,-0.292,0.94
2030,-2.496,6.644,1.472,2030,0.21,-0.32,1.016
2040,-2.758,6.462,1.382,2040,0.266,-0.372,1.086
2050,-2.976,6.506,1.458,2050,0.32,-0.414,1.172
2060,-3.116,6.864,1.756,2060,0.36,-0.464,1.258
2070,-3.098,7.254,2.008,2070,0.392,-0.484,1.316
2080,-3.068,7.466,1.894,2080,0.452,-0.452,1.366
2090,-2.926,7.556,2.032,2090,0.482,-0.414,1.416
2100,-2.784,7.934,2.378,2100,0.454,-0.376,1.464
2110,-2.922,8.262,2.424,2110,0.346,-0.344,1.494
2120,-2.922,8.42,2.696,2120,0.224,-0.304,1.486
2130,-2.962,8.332,2.686,2130,0.186,-0.24,1.458
2140,-2.994,8.214,2.614,2140,0.202,-0.196,1.436
2150,-2.792,8.618,2.8,2150,0.234,-0.182,1.422
2160,-2.592,9.058,2.988,2160,0.266,-0.198,1.43
2170,-2.504,9.182,3.34,2170,0.298,-0.246,1.444
2180,-2.554,9.222,3.788,2180,0.286,-0.286,1.448
2190,-2.648,9.288,3.826,2190,0.254,-0.3,1.454
2200,-2.59,9.408,4.046,2200,0.198,-0.306,1.452
2210,-2.724,9.402,3.848,2210,0.112,-0.324,1.436
2220,-3.06,9.318,3.452,2220,0.072,-0.334,1.382
2230,-3.368,9.184,3.034,2230,0.066,-0.356,1.314
2240,-3.512,8.982,2.676,2240,0.084,-0.418,1.234
2250,-3.542,8.912,2.57,2250,0.154,-0.472,1.148
2260,-3.38,9.088,2.592,2260,0.258,-0.516,1.056
2270,-3.062,9.48,2.918,2270,0.386,-0.556,0.95
2280,-2.8,9.802,2.98,2280,0.538,-0.6,0.844
2290,-2.682,10.064,2.85,2290,0.704,-0.652,0.734
2300,-2.734,10.1,2.392,2300,0.828,-0.71,0.656
2310,-2.854,9.978,1.984,2310,0.878,-0.792,0.576
2320,-2.654,10.076,1.952,2320,0.91,-0.876,0.476
2330,-2.308,10.176,1.962,2330,0.93,-0.972,0.396
2340,-2.206,10.19,1.856,2340,0.95,-1.058,0.324
2350,-2.202,10.016,1.982,2350,1.02,-1.072,0.23
2360,-2.304,9.908,2.108,2360,1.088,-1.064,0.16
2370,-2.248,9.734,2.088,2370,1.098,-1.034,0.114
2380,-2.194,9.766,2.002,2380,1.032,-0.988,0.076
2390,-2.14,10.002,1.93,2390,0.936,-0.972,0.036
2400,-1.962,10.012,1.646,2400,0.862,-0.966,-0.01
2410,-1.804,9.826,1.488,2410,0.844,-0.96,-0.066
2420,-1.382,9.956,1.77,2420,0.886,-0.968,-0.124
2430,-0.898,10.008,1.798,2430,0.998,-0.986,-0.184
2440,-0.596,9.99,1.746,2440,1.126,-0.982,-0.228
2450,-0.43,10.178,1.844,2450,1.202,-1,-0.252
2460,-0.432,10.46,1.664,2460,1.09,-1.04,-0.222
2470,-0.48,10.49,1.382,2470,0.808,-1.102,-0.166
2480,-0.456,10.27,1.222,2480,0.502,-1.252,-0.17
2490,-0.298,9.98,1.05,2490,0.226,-1.35,-0.15
2500,-0.028,9.84,0.67,2500,0.096,-1.43,-0.116
2510,0.452,9.928,0.594,2510,0.132,-1.46,-0.104
2520,0.69,10.118,0.524,2520,0.276,-1.42,-0.11
2530,0.608,10.124,0.41,2530,0.474,-1.392,-0.108
2540,0.64,10.1,0.238,2540,0.718,-1.376,-0.094
2550,0.426,10.776,0.112,2550,0.944,-1.356,-0.06
2560,0.73,10.696,0.158,2560,1.114,-1.308,-0.036
2570,0.92,9.756,0.128,2570,1.216,-1.252,0.022
2580,1.142,9.032,0.176,2580,1.244,-1.188,0.092
2590,1.652,8.742,0.076,2590,1.154,-1.118,0.16
2600,1.892,8.654,-0.07,2600,0.932,-1.048,0.21
2610,1.898,8.674,-0.2,2610,0.608,-0.948,0.22
2620,1.852,8.668,-0.18,2620,0.138,-0.848,0.216
2630,1.902,8.634,0.15,2630,-0.316,-0.796,0.216
2640,2.144,8.54,0.348,2640,-0.526,-0.76,0.202
2650,2.414,8.528,0.536,2650,-0.454,-0.72,0.196
2660,2.512,9.112,0.43,2660,-0.108,-0.678,0.15
2670,2.388,10.156,0.288,2670,0.35,-0.648,0.148
2680,2.388,11.34,0.566,2680,0.692,-0.656,0.182
2690,2.45,11.778,0.498,2690,0.82,-0.662,0.216
2700,2.422,11.164,-0.074,2700,0.77,-0.656,0.214
2710,2.338,10.316,-0.708,2710,0.544,-0.708,0.222
2720,2.342,9.334,-0.756,2720,0.352,-0.826,0.258
2730,2.266,8.684,-0.878,2730,0.486,-0.936,0.274
2740,2.266,8.176,-0.988,2740,0.8,-0.998,0.288
2750,2.248,7.726,-0.812,2750,1.056,-1.024,0.344
2760,2.372,7.998,-0.294,2760,1.188,-1.04,0.42
2770,2.482,9.494,-0.004,2770,1.13,-1.046,0.476
2780,2.144,10.394,-0.498,2780,0.866,-1.042,0.514
2790,1.642,9.768,-0.95,2790,0.606,-1.058,0.56
2800,1.436,8.958,-1.636,2800,0.518,-1.096,0.6
2810,1.522,8.454,-1.858,2810,0.628,-1.09,0.6
2820,1.78,8.05,-1.356,2820,0.792,-1.052,0.606
2830,2.124,8.066,-1.168,2830,0.82,-0.974,0.616
2840,2.374,8.888,-1.17,2840,0.76,-0.918,0.616
2850,2.316,10.048,-1.04,2850,0.6,-0.89,0.668
2860,1.96,10.364,-1.264,2860,0.352,-0.826,0.716
2870,1.806,9.346,-2.056,2870,0.05,-0.702,0.712
2880,1.952,8.7,-2.216,2880,-0.214,-0.536,0.686
2890,2.128,8.868,-1.918,2890,-0.364,-0.352,0.638
2900,2.244,9.066,-1.084,2900,-0.462,-0.154,0.588
2910,1.898,9.222,-1.218,2910,-0.552,0.048,0.528
2920,1.604,9.306,-1.622,2920,-0.604,0.214,0.508
2930,1.806,9.738,-1.144,2930,-0.574,0.31,0.528
2940,2.262,10.332,-0.468,2940,-0.43,0.296,0.544
2950,2.56,10.328,-0.114,2950,-0.136,0.24,0.562
2960,2.512,10.6,0.672,2960,0.042,0.21,0.662
2970,2.48,11.156,1.152,2970,0.008,0.1,0.754
2980,2.394,11.374,1.264,2980,0.012,-0.024,0.762
2990,2.334,10.9,1.228,2990,0.024,-0.114,0.78
3000,2.258,9.732,0.632,3000,0.012,-0.204,0.776
3010,1.774,8.242,-0.972,3010,0.076,-0.256,0.678
3020,1.408,8.214,-1.734,3020,0.084,-0.272,0.562
3030,1.526,8.78,-1.452,3030,-0.028,-0.3,0.478
3040,1.06,8.802,-1.726,3040,-0.196,-0.378,0.39
3050,0.608,9.246,-1.704,3050,-0.232,-0.438,0.276
3060,0.75,9.812,-1.302,3060,-0.242,-0.442,0.228
3070,1.044,10.006,-1.012,3070,-0.394,-0.478,0.196
3080,1.114,10.502,-0.95,3080,-0.63,-0.506,0.176
3090,1.302,11.278,-0.38,3090,-0.942,-0.496,0.166
3100,1.174,12.034,-0.204,3100,-1.282,-0.532,0.16
3110,0.78,11.608,-0.752,3110,-1.566,-0.55,0.164
3120,0.626,10.594,-1.138,3120,-1.708,-0.584,0.148
3130,1.132,10.258,-1.032,3130,-1.614,-0.626,0.122
3140,1.246,10.598,-1.31,3140,-1.322,-0.634,0.112
3150,1.55,10.866,-1.36,3150,-0.94,-0.63,0.132
3160,1.91,11.374,-0.844,3160,-0.574,-0.646,0.152
3170,2.042,11.718,-0.948,3170,-0.282,-0.662,0.166
3180,2.484,11.436,-1.254,3180,-0.132,-0.652,0.17
3190,2.908,10.518,-1.676,3190,-0.182,-0.63,0.17
3200,3.372,9.578,-2.076,3200,-0.344,-0.584,0.172
3210,3.872,8.74,-2.196,3210,-0.548,-0.524,0.18
3220,4.178,8.01,-2.004,3220,-0.642,-0.444,0.16
3230,4.144,7.642,-2.084,3230,-0.59,-0.362,0.124
3240,4.102,7.88,-1.99,3240,-0.418,-0.278,0.076
3250,4.14,8.546,-1.672,3250,-0.28,-0.202,0.016
3260,4.216,9.444,-1.188,3260,-0.256,-0.14,-0.044
3270,4.228,10.312,-0.966,3270,-0.312,-0.074,-0.092
3280,4.15,10.53,-0.962,3280,-0.43,0.02,-0.106
3290,3.95,10.278,-1.02,3290,-0.702,0.206,-0.072
3300,3.722,9.78,-1.058,3300,-0.978,0.3,-0.106
3310,3.456,9.59,-1.228,3310,-0.948,0.286,-0.168
3320,3.176,9.702,-1.094,3320,-0.83,0.32,-0.15
3330,2.99,9.816,-0.652,3330,-0.59,0.416,-0.192
3340,2.832,10.002,-0.666,3340,-0.368,0.47,-0.2
3350,2.616,9.934,-0.716,3350,-0.18,0.468,-0.202
3360,2.686,9.822,0.66,3360,-0.056,0.47,-0.16
3370,2.224,9.65,1.688,3370,0.002,0.452,-0.118
3380,1.762,9.438,0.536,3380,0.05,0.444,-0.086
3390,2.51,8.272,-0.294,3390,0.038,0.446,-0.044
3400,3.064,8.012,-0.56,3400,-0.002,0.492,-0.024
3410,3.176,7.974,-0.696,3410,-0.03,0.562,-0.002
3420,2.758,8.014,-0.744,3420,-0.158,0.51,-0.004
3430,2.59,8.194,-0.45,3430,-0.328,0.484,0
3440,2.36,8.214,-0.47,3440,-0.42,0.502,0.066
3450,2.346,8.51,-0.444,3450,-0.356,0.448,0.106
3460,2.572,8.776,-0.264,3460,-0.078,0.382,0.088
3470,2.902,9.16,0.168,3470,0.248,0.342,0.054
3480,3.112,9.414,0.096,3480,0.434,0.312,0.006
3490,2.836,9.556,0.058,3490,0.414,0.264,-0.042
3500,2.57,10.106,0.17,3500,0.218,0.178,-0.076
3510,2.608,10.038,0.334,3510,-0.092,0.118,-0.112
3520,2.152,9.176,-0.03,3520,-0.378,0.08,-0.168
3530,1.788,8.498,-0.616,3530,-0.6,0.024,-0.198
3540,1.78,8.566,-0.764,3540,-0.804,-0.01,-0.224
3550,1.806,9.282,-0.522,3550,-0.882,0.014,-0.278
3560,1.694,10.338,-0.356,3560,-0.948,0.058,-0.276
3570,1.444,11.116,-0.186,3570,-1.036,0.074,-0.25
3580,1.294,11.262,0.14,3580,-0.98,0.086,-0.256
3590,1.302,11.064,0.38,3590,-0.756,0.09,-0.25
3600,1.336,10.692,0.5,3600,-0.522,0.078,-0.22
3610,1.388,10.148,0.408,3610,-0.396,0.092,-0.208
3620,1.556,10.154,0.786,3620,-0.366,0.12,-0.22
3630,1.716,10.01,0.948,3630,-0.39,0.132,-0.206
3640,1.508,9.378,1.12,3640,-0.426,0.176,-0.206
3650,1.218,8.946,1.15,3650,-0.408,0.272,-0.262
3660,1.288,8.596,0.744,3660,-0.28,0.336,-0.298
3670,1.464,8.534,0.56,3670,0.026,0.34,-0.278
3680,1.704,8.904,0.824,3680,0.41,0.37,-0.274
3690,1.868,9.444,1.1,3690,0.832,0.382,-0.292
3700,1.868,9.784,1.122,3700,1.202,0.378,-0.294
3710,1.904,9.998,1.73,3710,1.418,0.354,-0.278
3720,1.938,9.95,2.02,3720,1.478,0.324,-0.244
3730,1.862,9.542,1.568,3730,1.456,0.284,-0.216
3740,1.63,9.106,1.096,3740,1.446,0.262,-0.216
3750,1.66,8.3,1.46,3750,1.428,0.236,-0.25
3760,1.77,7.914,1.094,3760,1.25,0.184,-0.204
3770,1.932,8.232,0.48,3770,0.896,0.186,-0.148
3780,1.94,8.774,0.204,3780,0.544,0.146,-0.132
3790,1.848,9.198,0.11,3790,0.298,0.116,-0.088
3800,1.694,9.226,-0.014,3800,0.236,0.086,-0.074
3810,1.796,9.018,0.152,3810,0.236,0.06,-0.024
3820,2.018,9.214,0.14,3820,0.218,0.046,0.008
3830,2.028,10.016,-0.684,3830,0.26,0.03,0.026
3840,2.066,10.596,-0.258,3840,0.418,0.01,0.012
3850,1.6,10.704,-0.056,3850,0.634,-0.014,0.018
3860,1.5,10.294,-0.004,3860,0.858,-0.006,0.046
3870,1.38,9.668,-0.22,3870,1.018,0.032,0.076
3880,1.364,8.928,-0.292,3880,1.066,0.056,0.086
3890,1.4,8.942,-0.144,3890,0.952,-0.002,0.098
3900,1.51,9.098,-0.432,3900,0.84,-0.108,0.16
3910,1.584,8.892,-0.722,3910,0.776,-0.154,0.2
3920,1.792,8.316,-0.744,3920,0.812,-0.192,0.23
3930,2.292,8.05,-0.512,3930,0.844,-0.254,0.254
3940,2.504,8.28,-0.374,3940,0.68,-0.336,0.306
3950,2.222,8.59,-0.502,3950,0.258,-0.372,0.362
3960,1.668,8.79,-0.692,3960,-0.354,-0.432,0.388
3970,1.64,8.862,-1.43,3970,-1.012,-0.558,0.402
3980,2.178,8.55,-1.89,3980,-1.604,-0.578,0.378
3990,2.53,8.326,-2.712,3990,-2.024,-0.48,0.328
4000,2.588,8.902,-3.118,4000,-2.262,-0.336,0.298
4010,2.4,10.044,-2.73,4010,-2.218,-0.21,0.264
4020,2.12,11.108,-2.08,4020,-1.848,-0.126,0.216
4030,1.734,11.732,-1.488,4030,-1.224,-0.084,0.174
4040,1.15,12.398,-1.34,4040,-0.526,-0.066,0.124
4050,0.954,12.596,-0.614,4050,-0.032,-0.024,0.074
4060,1.21,12.41,0.764,4060,0.096,0.038,0.032
4070,1.58,11.802,2.048,4070,-0.08,0.072,-0.022
4080,1.706,10.63,2.236,4080,-0.432,0.054,-0.07
4090,1.556,9.024,1.75,4090,-0.748,0.042,-0.124
4100,1.368,7.628,0.942,4100,-0.896,0.086,-0.188
4110,1.276,7.16,0.362,4110,-0.902,0.152,-0.232
4120,1.592,8.038,0.59,4120,-0.788,0.212,-0.27
4130,1.906,9.718,1.258,4130,-0.63,0.27,-0.304
4140,1.878,11.326,1.832,4140,-0.494,0.318,-0.33
4150,1.6,12.026,1.852,4150,-0.402,0.356,-0.364
4160,1.33,11.826,1.626,4160,-0.336,0.396,-0.406
4170,1.396,11.498,1.762,4170,-0.328,0.42,-0.428
4180,1.556,10.834,1.856,4180,-0.426,0.428,-0.446
4190,1.508,10.064,1.644,4190,-0.566,0.432,-0.47
4200,1.372,9.674,1.458,4200,-0.706,0.426,-0.49
4210,1.248,9.734,1.43,4210,-0.812,0.416,-0.502
4220,1.166,9.748,1.456,4220,-0.846,0.426,-0.526
4230,1.198,9.924,1.522,4230,-0.858,0.436,-0.544
4240,1.228,10.192,1.506,4240,-0.902,0.454,-0.526
4250,1.1,10.358,1.306,4250,-0.99,0.46,-0.502
4260,0.968,10.52,1.218,4260,-0.998,0.462,-0.522
4270,0.944,10.496,1.122,4270,-0.888,0.496,-0.522
4280,1.004,10.21,0.842,4280,-0.802,0.486,-0.492
4290,1.15,10.034,0.648,4290,-0.782,0.464,-0.46
4300,1.298,10.004,0.672,4300,-0.804,0.484,-0.422
4310,1.442,10.036,0.888,4310,-0.86,0.53,-0.384
4320,1.628,9.82,1.144,4320,-0.858,0.54,-0.374
4330,1.528,9.526,0.732,4330,-0.79,0.518,-0.354
4340,1.468,9.39,0.718,4340,-0.674,0.512,-0.344
4350,1.162,9.238,0.836,4350,-0.516,0.52,-0.34
4360,0.94,9.264,0.952,4360,-0.41,0.52,-0.312
4370,1.02,9.482,1.03,4370,-0.372,0.508,-0.292
4380,1.246,9.53,1.318,4380,-0.336,0.498,-0.282
4390,1.106,9.414,1.236,4390,-0.268,0.484,-0.258
4400,0.916,9.14,0.958,4400,-0.184,0.46,-0.242
