time,acc_x,acc_y,acc_z,time,gyro_x,gyro_y,gyro_z
19960,7.654,4.258,2.506,19960,-1.97,-0.794,1.108
19970,7.198,3.256,1.68,19970,-2.36,-0.746,1.13
19980,6.646,2.784,1.142,19980,-2.514,-0.664,1.088
19990,6.178,3.146,1.03,19990,-1.876,-0.576,0.9
20000,6.426,3.756,1.508,20000,-0.722,-0.606,0.616
20010,7.008,4.132,1.608,20010,0.45,-0.62,0.348
20020,7.768,4.674,3.2,20020,1.078,-0.492,0.192
20030,8.158,4.556,5.134,20030,0.844,-0.366,0.118
20040,7.706,4.538,5.236,20040,0.026,-0.36,-0.068
20050,7.88,4.318,6.858,20050,-0.744,-0.346,-0.356
20060,7.674,2.932,5.462,20060,-0.92,-0.318,-0.536
20070,6.952,1.188,3.598,20070,-0.092,-0.234,-0.67
20080,7.06,1.512,3.816,20080,1.054,-0.064,-0.824
20090,7.72,4.582,5.034,20090,1.286,0.066,-0.824
20100,7.912,8.586,5.184,20100,0.494,0.02,-0.844
20110,7.416,12.648,6.07,20110,-0.66,-0.132,-0.868
20120,7.474,15.164,7.508,20120,-1.722,-0.16,-0.818
20130,7.786,12.648,7.106,20130,-2.452,-0.044,-0.946
20140,7.474,6.968,6.658,20140,-2.474,0.24,-1.306
20150,7.234,4.472,8.556,20150,-2.032,0.69,-1.65
20160,6.77,6.58,9.398,20160,-1.65,1.066,-1.862
20170,4.988,11.73,7.39,20170,-1.426,1.368,-2.166
20180,3.33,15.322,7.586,20180,-1.472,1.616,-2.358
20190,3.698,14.994,9.42,20190,-1.59,1.846,-2.52
20200,5.158,13.276,10.404,20200,-1.572,2.132,-2.71
20210,6.38,12.67,11.504,20210,-1.524,2.45,-2.97
20220,7.504,12.936,12.918,20220,-1.666,2.824,-3.146
20230,7.782,12.256,12.954,20230,-1.816,3.184,-3.234
20240,7.234,12.802,13.872,20240,-1.77,3.512,-3.296
20250,7.55,12.876,13.818,20250,-1.574,3.782,-3.34
20260,8.038,12.524,13.612,20260,-1.436,3.946,-3.324
20270,9.366,12.248,13.808,20270,-1.322,4.042,-3.254
20280,10.53,11.684,13.696,20280,-1.04,4.154,-3.2
20290,11.522,11.024,13.696,20290,-0.662,4.348,-3.108
20300,12.038,10.61,14.538,20300,-0.502,4.546,-2.998
20310,12.082,9.46,13.568,20310,-0.696,4.726,-2.824
20320,11.938,8.286,11.486,20320,-0.926,4.8,-2.552
20330,11.762,7.398,10.41,20330,-0.95,4.804,-2.298
20340,11.518,6.356,9.84,20340,-0.874,4.764,-2.112
20350,11.296,4.746,8.982,20350,-0.95,4.65,-1.962
20360,12.304,3.566,8.736,20360,-1.314,4.504,-1.738
20370,13.36,4.212,8.686,20370,-1.724,4.468,-1.462
20380,14.186,5.392,9.066,20380,-2.03,4.5,-1.194
20390,14.232,5.504,9.31,20390,-2.122,4.538,-0.926
20400,13.18,4.224,8.028,20400,-1.92,4.53,-0.656
20410,12.192,2.936,7.026,20410,-1.35,4.412,-0.464
20420,11.166,2.764,6.994,20420,-0.412,4.252,-0.316
20430,9.792,2.952,6.434,20430,0.464,4.09,-0.15
20440,9.44,2.886,7.204,20440,0.578,3.758,0.024
20450,9.304,2.928,7.476,20450,-0.236,3.482,0.246
20460,9.232,2.836,6.646,20460,-1.178,3.284,0.512
20470,8.944,1.51,5.138,20470,-1.602,3.14,0.824
20480,8.322,0.016,3.214,20480,-1.556,3.06,1.172
20490,7.84,-1.114,1.768,20490,-1.28,2.984,1.426
20500,8.184,-1.892,2.388,20500,-0.842,2.858,1.548
20510,8.148,0.83,3.746,20510,-0.406,2.664,1.632
20520,7.8,4.622,4.586,20520,-0.258,2.444,1.762
20530,6.788,5.824,3.992,20530,-0.51,2.28,1.9
20540,5.624,4.254,3.826,20540,-1.026,2.15,2.078
20550,5.186,2.316,3.942,20550,-1.634,2.052,2.284
20560,4.858,1.132,2.622,20560,-1.982,1.98,2.51
20570,4.082,0.99,1.594,20570,-1.91,1.92,2.76
20580,3.136,1.518,1.196,20580,-1.606,1.92,3
20590,2.312,1.8,1.118,20590,-1.404,1.868,3.234
20600,1.612,2.236,1.576,20600,-1.408,1.734,3.414
20610,1.43,3.7,2.842,20610,-1.442,1.602,3.498
20620,1.278,4.868,3.484,20620,-1.414,1.476,3.526
20630,0.974,4.712,3.342,20630,-1.388,1.316,3.55
20640,0.502,3.268,2.63,20640,-1.502,1.072,3.608
20650,0.37,2.048,2.388,20650,-1.682,0.806,3.728
20660,0.114,1.742,2.342,20660,-1.928,0.624,3.906
20670,-0.11,2.602,2.83,20670,-2.394,0.484,4.07
20680,0.184,4.042,3.954,20680,-3.012,0.248,4.178
20690,0.694,5.15,4.246,20690,-3.554,-0.13,4.206
20700,0.484,5.372,3.644,20700,-3.838,-0.518,4.232
20710,-0.786,5.124,2.916,20710,-4.074,-0.758,4.31
20720,-1.702,5.766,3.04,20720,-4.62,-0.846,4.366
20730,-1.346,6.562,3.814,20730,-5.562,-0.91,4.392
20740,-0.876,7.13,4.518,20740,-6.528,-0.824,4.276
20750,-1.236,7.646,4.946,20750,-6.682,-0.758,3.878
20760,-2.444,7.494,5.672,20760,-5.648,-0.768,3.634
20770,-3.378,6.416,7.364,20770,-4.05,-0.218,3.686
20780,-3.282,6.262,10.66,20780,-2.368,1.012,3.596
20790,-3.152,7.944,14.6,20790,-1.066,2.372,3.252
20800,-4.32,10.688,18.622,20800,0.42,3.51,2.948
20810,-6.318,12.764,19.16,20810,2.314,4.54,2.302
20820,-8.596,13.366,17.308,20820,3.756,5.312,1.06
20830,-9.482,11.886,15.826,20830,4.19,5.632,-0.29
20840,-4.444,7.318,19.752,20840,3.828,5.552,-1.518
20850,2.59,5.334,28.028,20850,2.836,6.138,-2.986
20860,6.236,9.122,33.204,20860,-0.684,6.152,-3.952
20870,6.214,11.126,32.334,20870,-5.75,4.906,-2.942
20880,3.288,9.76,26.596,20880,-6.94,4.934,-1.24
20890,-1.024,11.432,19.078,20890,-3.658,5.382,-1.2
20900,-4.452,17.432,11.87,20900,0.584,4.952,-1.048
20910,-7.16,24.504,7.826,20910,4.576,4.846,-1.618
20920,-6.578,36.156,23.898,20920,6.424,4.7,-2.336
20930,-4.296,38.646,20.696,20930,7.272,4.004,-2.968
20940,-4.9,23.898,-9.562,20940,7.832,3.526,-3.97
20950,2.15,2.128,-5.944,20950,7.968,3.414,-4.94
20960,2.952,-7.398,-5.522,20960,8.076,3.562,-5.7
20970,1.176,-17.122,-18.458,20970,7.772,3.908,-6.176
20980,1.014,-7.642,-17.482,20980,7.412,4.416,-6.584
20990,0.036,8.09,-13.218,20990,7.496,4.892,-7
21000,-6.846,14.922,-13.892,21000,7.962,5.548,-7.348
21010,-11.408,20.524,-11.168,21010,8.28,6.278,-7.708
21020,-11.996,25.738,-5.874,21020,8.394,6.776,-7.936
21030,-11.654,25.808,-1.44,21030,8.088,7.054,-7.95
21040,-10.334,24.106,1.796,21040,7.24,7.334,-7.852
21050,-8.984,22.508,4.272,21050,6.256,8.006,-7.758
21060,-8.082,18.956,5.402,21060,5.47,8.862,-7.684
21070,-6.626,14.04,4.85,21070,5.052,9.592,-7.642
21080,-4.758,10.768,4.24,21080,4.896,10.25,-7.632
21090,-4.134,11.418,6.268,21090,4.704,10.86,-7.516
21100,-2.926,11.236,10.314,21100,4.162,11.598,-7.38
21110,-2.28,8.414,11.036,21110,3.244,12.446,-6.848
21120,-2.004,4.746,10.674,21120,1.254,13.316,-5.572
21130,-2.818,1.642,10.492,21130,-2.148,13.774,-3.488
21140,-2.308,-0.57,11.39,21140,-5.738,13.794,-0.222
21150,0.458,-3.632,11.678,21150,-7.304,13.146,4.284
21160,4.008,-6.974,10.046,21160,-7.712,10.726,9.514
21170,7.704,-9.354,7.742,21170,-4.816,6.064,14.222
21180,12.204,-12.226,5.082,21180,0.124,0.174,16.95
21190,16.708,-19.848,1.348,21190,4.514,-4.286,17.674
21200,17.926,-26.138,-3.338,21200,7.328,-6.994,16.912
21210,19.74,-30.984,-14.08,21210,7.07,-10.088,16.778
21220,23.844,-39.226,-28.862,21220,4.572,-13.288,17.192
21230,23.77,-39.226,-39.166,21230,0.858,-15.25,17.774
21240,19.094,-39.226,-39.166,21240,-3.978,-16.438,17.138
21250,21.62,-39.226,-38.976,21250,-7.574,-17.234,14.596
21260,37.148,-34.966,-39.166,21260,-9.502,-17.288,11.342
21270,39.226,-24.122,-39.166,21270,-11.684,-16.15,8.314
21280,39.226,-4.778,-39.162,21280,-13.25,-16.372,4.954
21290,39.226,16.952,-39.166,21290,-11.4,-16.932,2.126
21300,39.226,32.696,-31.958,21300,-8.936,-16.172,1.67
21310,39.226,29.966,-4.32,21310,-5.9,-14.9,1.058
21320,39.226,23.636,19.812,21320,-7.844,-12.134,0.212
21330,39.226,30.118,32.796,21330,-14.582,-11.612,0.92
21340,39.226,38.646,39.226,21340,-16.168,-10.352,0.606
21350,39.038,38.646,39.226,21350,-13.012,-7.104,-1.042
21360,24.762,38.248,37.128,21360,-8.398,-3.972,-3.122
21370,12.13,9.134,3.586,21370,-5.026,-1.606,-4.48
21380,15.54,-14.024,-18.062,21380,-1.512,-0.924,-5.414
21390,31.39,32.046,14.528,21390,2.118,-1.57,-5.89
21400,28.344,22.684,-7.092,21400,4.046,-2.478,-6.14
21410,28.084,4.936,-7.334,21410,3.202,-3.408,-6.348
21420,37.774,-13.064,-2.272,21420,0.512,-3.74,-6.132
21430,36.48,-21.354,2.322,21430,-0.694,-2.896,-6.164
21440,35.086,-17.376,14.796,21440,-0.24,-1.802,-6.248
21450,25.556,-14.436,15.206,21450,1.13,-0.744,-6.39
21460,14.734,-13,-1.834,21460,2.56,0.046,-6.48
21470,11.26,-9.858,-6.58,21470,3.28,0.166,-6.418
21480,11.002,7.58,-0.268,21480,3.272,-0.488,-6.598
21490,14.952,15.248,12.154,21490,2.504,-1.458,-6.952
21500,18.464,11.03,21.282,21500,1.4,-2.24,-7.07
21510,20.13,2.916,23.77,21510,0.3,-2.358,-6.584
21520,21.168,-1.364,24.894,21520,-0.674,-2.034,-5.698
21530,20.154,-0.14,22.014,21530,-0.71,-1.602,-5.126
21540,18.618,3.66,17.69,21540,0.322,-0.952,-4.962
21550,15.406,7.124,13.342,21550,1.526,-0.458,-4.93
21560,13.258,8.818,12.902,21560,2.224,-0.196,-4.904
21570,13.264,9.418,15.07,21570,2.26,0.006,-4.928
21580,16.598,9.586,18.698,21580,1.772,-0.078,-5.142
21590,20.354,5.864,21.68,21590,0.832,-0.322,-5.466
21600,19.792,-0.268,20.164,21600,-0.292,-0.624,-5.55
21610,19.308,-3.214,17.436,21610,-1.404,-1.096,-5.526
21620,19.696,-3.014,15.388,21620,-2.174,-1.488,-5.478
21630,20.064,-0.284,14.298,21630,-2.31,-1.584,-5.438
21640,20.52,2.614,13.646,21640,-1.78,-1.378,-5.316
21650,19.024,4.324,12.458,21650,-1.022,-1.03,-5.178
21660,16.774,5.46,13.526,21660,-0.228,-0.77,-4.776
21670,16.92,5.734,14.42,21670,0.35,-0.55,-4.436
21680,17.062,4.54,14.022,21680,0.63,-0.3,-4.104
21690,18.45,0.336,13.382,21690,0.576,-0.166,-3.656
21700,20.03,-4.914,13.038,21700,0.222,-0.26,-3.126
21710,20.8,-8.618,13.24,21710,-0.252,-0.478,-2.454
21720,20.566,-10.804,13.454,21720,-0.388,-0.668,-1.746
21730,20.084,-13.016,12.882,21730,0.07,-0.682,-1.064
21740,18.314,-14.068,11.018,21740,0.806,-0.554,-0.56
21750,16.588,-13.268,11.176,21750,1.26,-0.364,-0.262
21760,15.028,-10.95,12.378,21760,1.146,-0.246,-0.02
21770,12.14,-9.434,11.57,21770,0.656,-0.24,0.178
21780,8.85,-9.862,10.276,21780,-0.06,-0.388,0.338
21790,6.268,-11.754,10.724,21790,-0.678,-0.592,0.534
21800,4.972,-12.742,10.586,21800,-1.064,-0.764,0.756
21810,4.848,-11.824,10.324,21810,-1.242,-0.92,1.004
21820,4.856,-9.03,10.488,21820,-1.116,-1.084,1.322
21830,4.738,-4.914,10.568,21830,-0.672,-1.19,1.394
21840,4.41,-1.788,9.372,21840,-0.352,-1.204,1.3
21850,3.688,0.944,8.84,21850,-0.638,-1.158,1.39
21860,2.292,3.118,8.648,21860,-1.074,-1.176,1.53
21870,0.548,3.47,7.864,21870,-0.718,-1.232,1.652
21880,-0.686,2.218,6.784,21880,0.276,-1.184,1.8
21890,-0.676,0.32,4.856,21890,0.976,-1.014,2.042
21900,0.868,0.374,4.276,21900,1.3,-0.926,2.338
21910,3.166,2.548,4.598,21910,1.656,-0.94,2.596
21920,5.284,4.884,5.936,21920,1.992,-0.89,2.762
21930,5.264,4.77,6.804,21930,2.346,-0.89,2.856
21940,3.61,0.734,7.132,21940,2.85,-0.882,2.934
21950,3.002,-2.312,7.21,21950,3.358,-0.712,2.972
21960,4.248,-0.838,8.572,21960,3.84,-0.61,3.064
21970,5.158,0.446,8.35,21970,4.524,-0.57,3.166
21980,5.452,0.696,5.922,21980,5.332,-0.504,3.194
21990,6.452,0.044,4.638,21990,5.778,-0.45,3.12
22000,6.836,-0.818,3.582,22000,5.782,-0.402,2.986
22010,7.598,-0.95,3.832,22010,5.532,-0.332,2.882
22020,9.554,-0.102,5.442,22020,5.03,-0.282,2.888
22030,9.808,-0.832,5.668,22030,4.392,-0.272,2.88
22040,9.02,-3.046,4.794,22040,3.756,-0.252,2.842
22050,9.142,-3.278,3.274,22050,3.332,-0.216,2.844
22060,10.422,-1.376,1.588,22060,3.278,-0.144,2.83
22070,11.882,1.512,1.278,22070,3.518,-0.062,2.812
22080,12.7,3.802,1.884,22080,3.958,0.024,2.852
22090,13.054,4.556,2.68,22090,4.52,0.236,2.904
22100,12.766,4.708,3.574,22100,5.01,0.568,2.94
22110,12.62,4.97,4.218,22110,5.346,0.748,2.974
22120,12.636,4.812,4.5,22120,5.428,0.896,2.982
22130,12.672,3.838,4.216,22130,5.248,1.106,3.002
22140,12.724,2.654,3.518,22140,4.928,1.244,3.064
22150,12.734,1.224,2.68,22150,4.652,1.328,3.112
22160,12.858,0.086,2.114,22160,4.606,1.394,3.142
22170,13.586,-0.252,1.858,22170,4.886,1.442,3.212
22180,13.714,0.814,1.038,22180,5.402,1.56,3.194
22190,13.538,2.23,0.894,22190,5.904,1.736,3.088
22200,13.962,3.688,1.324,22200,6.21,1.8,3.048
22210,14.032,4.424,1.26,22210,6.234,1.776,2.998
22220,13.744,4.094,1.364,22220,5.906,1.73,3.002
22230,13.418,3.052,0.912,22230,5.312,1.674,3.01
22240,13.192,1.642,0.306,22240,4.66,1.604,3.016
22250,13.062,0.688,-0.418,22250,4.122,1.528,3.014
22260,13.294,0.608,-0.954,22260,3.878,1.528,2.946
22270,13.342,1.566,-1.774,22270,3.886,1.586,2.838
22280,12.68,3.14,-1.938,22280,3.926,1.618,2.78
22290,12.544,4.55,-1.51,22290,3.896,1.606,2.744
22300,12.864,6.058,-0.748,22300,3.74,1.582,2.688
22310,13.078,6.832,0.01,22310,3.424,1.562,2.616
22320,13.206,6.164,0.768,22320,3.05,1.494,2.552
22330,13.312,4.796,1.052,22330,2.76,1.416,2.52
22340,13.286,4.24,0.7,22340,2.766,1.44,2.466
22350,12.994,4.238,0.422,22350,3.142,1.61,2.392
22360,12.528,4.364,0.412,22360,3.726,1.806,2.302
22370,12.198,4.756,0.566,22370,4.184,1.966,2.15
22380,12.238,5.446,0.992,22380,4.276,2.074,1.982
22390,12.208,6.274,1.194,22390,4.04,2.122,1.806
22400,12.108,6.26,1.786,22400,3.53,2.094,1.622
22410,12.364,4.768,2.48,22410,2.856,1.996,1.486
22420,13.032,2.758,2.144,22420,2.196,1.858,1.442
22430,13.266,1.836,1.466,22430,2.002,1.836,1.404
22440,13.132,2.952,1.028,22440,2.334,1.872,1.34
22450,12.894,4.746,0.92,22450,2.834,1.946,1.144
22460,12.536,6.39,1.176,22460,3.076,2.114,0.842
22470,11.762,7.472,1.486,22470,2.736,2.214,0.614
22480,11.074,7.914,2.034,22480,1.98,2.156,0.484
22490,10.354,7.25,2.964,22490,1.214,2.042,0.354
22500,9.884,5.224,3.144,22500,0.812,1.914,0.312
22510,9.826,2.74,2.142,22510,1.046,1.818,0.334
22520,9.844,1.764,1.694,22520,1.754,1.818,0.322
22530,10.212,3.814,2.378,22530,2.586,1.894,0.222
22540,10.49,6.936,3.2,22540,3.26,2.072,-0.042
22550,9.714,8.242,3.644,22550,3.496,2.192,-0.29
22560,8.672,7.708,3.84,22560,3.402,2.142,-0.552
22570,7.974,6.042,3.664,22570,3.348,2.034,-0.872
22580,7.242,3.16,3.23,22580,3.306,1.912,-1.09
22590,7.26,0.904,2.864,22590,3.054,1.796,-1.178
22600,7.888,1.048,2.87,22600,2.492,1.79,-1.228
22610,9.028,4.102,4.628,22610,1.758,1.798,-1.282
22620,10.042,6.76,5.334,22620,0.976,1.75,-1.33
22630,9.698,7.952,4.708,22630,0.294,1.726,-1.372
22640,8.802,8.714,4.314,22640,-0.108,1.748,-1.458
22650,8.066,8.784,4.116,22650,-0.288,1.74,-1.62
22660,7.326,8.456,4.004,22660,-0.428,1.654,-1.774
22670,7.072,8.654,4.326,22670,-0.588,1.546,-1.834
22680,7.288,10.258,4.422,22680,-0.78,1.548,-1.916
22690,7.286,11.85,4.444,22690,-1.018,1.65,-1.972
22700,7.582,11.902,4.382,22700,-1.304,1.77,-2.03
22710,7.72,10.582,4.288,22710,-1.418,1.936,-2.116
22720,7.376,9.072,4.168,22720,-1.208,2.094,-2.202
22730,6.684,8.372,4.014,22730,-0.752,2.228,-2.308
22740,6.056,8.01,4.336,22740,-0.128,2.364,-2.444
22750,5.776,7.752,5.454,22750,0.492,2.474,-2.606
22760,6.024,7.714,6.056,22760,0.866,2.588,-2.716
22770,6.152,8.006,6.51,22770,0.91,2.722,-2.74
22780,6.468,7.902,7.014,22780,0.638,2.89,-2.706
22790,6.788,7.058,6.518,22790,0.178,3.05,-2.602
22800,7.034,6.33,6.294,22800,-0.26,3.152,-2.5
22810,7.406,5.836,6.008,22810,-0.418,3.174,-2.404
22820,7.46,6.122,6.24,22820,-0.184,3.104,-2.342
22830,7.656,7.01,7.516,22830,0.238,2.99,-2.254
22840,8.104,7.982,8.85,22840,0.33,2.808,-2.054
22850,8.442,8.402,9.96,22850,-0.038,2.67,-1.756
22860,8.24,7.978,10.22,22860,-0.568,2.62,-1.476
22870,7.23,7.02,9.162,22870,-1.072,2.562,-1.254
22880,6.164,5.512,7.454,22880,-1.274,2.496,-1.152
22890,5.326,4.142,6.068,22890,-1.146,2.554,-1.028
22900,4.664,3.164,5,22900,-0.85,2.604,-0.856
22910,4.514,3.592,4.75,22910,-0.574,2.578,-0.682
22920,4.708,4.642,5.646,22920,-0.502,2.552,-0.518
22930,4.71,5.618,6.204,22930,-0.58,2.498,-0.366
22940,4.872,5.836,6.562,22940,-0.756,2.414,-0.21
22950,5.122,6.244,5.542,22950,-0.98,2.402,-0.152
22960,5.502,6.096,5.484,22960,-1.112,2.412,-0.062
22970,4.586,4.36,5.636,22970,-1.16,2.44,0.114
22980,2.912,3.608,5.24,22980,-1.046,2.518,0.264
22990,1.582,3.536,5.412,22990,-0.786,2.486,0.398
23000,0.554,3.574,6.002,23000,-0.564,2.34,0.552
23010,-0.056,3.634,6.008,23010,-0.49,2.156,0.714
23020,-0.18,3.83,6.08,23020,-0.462,1.916,0.864
23030,0.4,3.992,7.702,23030,-0.448,1.648,0.968
23040,0.842,3.164,8.666,23040,-0.524,1.442,1.034
23050,0.66,1.536,7.614,23050,-0.636,1.338,1.086
23060,-0.332,0.532,5.182,23060,-0.742,1.26,1.132
23070,-1.372,0.726,3.252,23070,-0.854,1.118,1.162
23080,-2.118,1.492,2.158,23080,-0.948,1.008,1.24
23090,-2.732,1.892,1.698,23090,-0.89,0.972,1.3
23100,-3.248,2.138,1.452,23100,-0.812,0.95,1.338
23110,-3.05,2.782,3.092,23110,-0.954,0.878,1.42
23120,-2.038,3.598,5.784,23120,-1.204,0.758,1.524
23130,-1.306,3.424,6.322,23130,-1.346,0.638,1.652
23140,-1.802,3.746,5.334,23140,-1.318,0.51,1.838
23150,-2.178,3.878,4.418,23150,-1.228,0.346,2.04
23160,-2.048,3.324,3.796,23160,-1.102,0.182,2.162
23170,-2.126,2.76,3.498,23170,-1.032,0.138,2.27
23180,-2.454,3.032,3.878,23180,-1.3,0.136,2.42
23190,-2.728,4.048,4.288,23190,-1.862,0.056,2.546
23200,-2.718,4.622,4.476,23200,-2.408,0.068,2.636
23210,-2.662,4.478,4.622,23210,-2.56,-0.002,2.698
23220,-2.778,4.042,4.276,23220,-2.268,-0.116,2.764
23230,-2.91,4,4.148,23230,-1.86,-0.21,2.812
23240,-2.174,4.008,3.876,23240,-1.61,-0.19,2.828
23250,-1.498,4.542,3.808,23250,-1.754,-0.094,2.806
23260,-2.396,5.952,4.652,23260,-2.328,-0.008,2.848
23270,-3.166,6.564,5.742,23270,-3.012,-0.05,2.918
23280,-4.002,5.608,6.206,23280,-3.518,-0.156,2.846
23290,-4.422,4.35,6.578,23290,-3.738,-0.318,2.744
23300,-4.356,4.164,7.212,23300,-3.628,-0.344,2.604
23310,-3.458,4.624,7.732,23310,-3.326,0.012,2.416
23320,-2.898,5.532,8.796,23320,-2.958,0.862,2.176
23330,-2.6,7.56,11.268,23330,-2.532,1.89,1.906
23340,-3.058,9.416,11.62,23340,-2.084,2.808,1.808
23350,-4.556,9.694,10.298,23350,-1.438,3.546,1.938
23360,-6.34,8.296,9.792,23360,-0.32,4.168,1.92
23370,-6.7,7.562,13.204,23370,1.542,4.854,1.372
23380,-4.888,8.22,19.28,23380,2.97,5.422,0.332
23390,-0.884,10.334,26.206,23390,3.274,5.648,-0.584
23400,1.824,13.1,30.214,23400,3.522,5.76,-1.506
23410,1.384,14.092,28.548,23410,3.166,6.494,-2.556
23420,-0.948,12.064,23.214,23420,0.622,6.756,-3.12
23430,-3.804,6.524,19.482,23430,-1.982,5.772,-2.986
23440,-4.752,3.708,17.968,23440,-2.334,5.064,-2.534
23450,-3.804,11.48,16.256,23450,-1.168,5.128,-2.372
23460,-2.834,19.226,14.588,23460,1.186,4.588,-2.14
23470,-4.258,19.744,13.894,23470,4.36,4.228,-2.528
23480,-3.182,25.47,26.37,23480,5.978,3.776,-2.978
23490,-2.984,32.032,22.21,23490,6.334,3.29,-3.758
23500,-8.376,17.468,-5.466,23500,6.276,3.108,-4.46
23510,-8.544,4.288,-8.016,23510,6.024,2.896,-4.842
23520,-5.504,-0.988,-7.62,23520,5.722,2.872,-5.112
23530,-8.378,-8.354,-17.352,23530,5.198,3.244,-5.328
23540,-9.952,-4.548,-17.21,23540,4.562,3.688,-5.496
23550,-9.18,4.176,-14.702,23550,4.112,4.14,-5.57
23560,-9.62,13.46,-11.554,23560,4.022,4.654,-5.732
23570,-8.422,18.714,-6.13,23570,4.466,5.284,-6.002
23580,-7.466,18.102,-3.326,23580,5.358,5.712,-6.096
23590,-5.712,16.786,-1.248,23590,6.18,5.966,-5.924
23600,-2.308,15.688,2.504,23600,6.418,6.328,-5.958
23610,-0.28,14.548,4.162,23610,6.086,6.418,-5.928
23620,-0.062,12.144,3.848,23620,5.332,6.612,-5.786
23630,-0.742,8.346,2.402,23630,4.384,7.074,-5.654
23640,-0.12,5.514,1.5,23640,3.706,7.59,-5.604
23650,-0.372,3.074,-0.136,23650,3.536,8.212,-5.56
23660,-1.29,1.628,-1.166,23660,3.872,8.904,-5.54
23670,-3.118,2.304,0.41,23670,4.28,9.71,-5.52
23680,-5.042,3.016,0.978,23680,4.232,10.418,-5.176
23690,-5.152,2.856,1.904,23690,3.432,10.824,-4.548
23700,-2.76,2.792,4.786,23700,2.36,11.234,-3.692
23710,-0.312,2.026,5.558,23710,1.356,11.536,-2.544
23720,2.008,-1.306,4.888,23720,0.06,11.618,-1.112
23730,3.84,-6.354,3.098,23730,-1.974,11.452,0.914
23740,4.636,-11.234,-0.116,23740,-4.95,10.85,3.716
23750,3.712,-13.374,-2.62,23750,-6.946,9.316,7.256
23760,2.722,-13.784,-3.662,23760,-5.574,5.718,11.416
23770,5.214,-14.838,-6.4,23770,-0.842,-0.1,15.196
23780,8.52,-17.304,-9.662,23780,4.314,-5.254,17.404
23790,10.848,-22.57,-15.082,23790,8.12,-7.086,16.648
23800,12.974,-27.226,-21.802,23800,8.96,-8.104,15.468
23810,14.426,-28.702,-31.302,23810,6.102,-11.372,16.076
23820,14.018,-28.238,-38.544,23820,2.424,-13.552,16.45
23830,13.466,-38.154,-39.166,23830,-1.36,-14.412,16.35
23840,14.458,-39.226,-39.088,23840,-6.506,-14.876,15.67
23850,28.986,-39.226,-39.14,23850,-10.98,-14.414,12.758
23860,39.226,-29.738,-39.166,23860,-13.436,-13.992,9.062
23870,39.226,-8.554,-39.164,23870,-13.748,-15.032,6.664
23880,39.226,9.07,-39.164,23880,-9.536,-16,3.808
23890,39.226,23.928,-37.1,23890,-1.502,-15.312,1.002
23900,39.226,32.058,-16.772,23900,2.078,-13.192,0.936
23910,39.226,26.606,14.702,23910,-2.354,-12.412,0.836
23920,39.226,31.542,37.976,23920,-12.384,-12.552,1.164
23930,39.226,38.646,39.226,23930,-19.066,-10.372,1.652
23940,35.378,38.646,39.008,23940,-17.176,-7.8,-0.392
23950,14.58,32.62,37.524,23950,-8.508,-4.776,-2.328
23960,5.742,8.016,20.924,23960,0.638,-1.514,-3.924
23970,18.054,-13.794,-1.716,23970,3.688,-0.922,-4.972
23980,29.076,29.774,-4.668,23980,1.086,-2.424,-5.752
23990,34.288,38.646,-12.334,23990,-2.794,-3.728,-6.14
24000,39.226,24.236,-3.146,24000,-4.44,-3.776,-6.408
24010,37.034,-4.918,-6.542,24010,-3.788,-3.03,-7.032
24020,34.7,-32.556,0.674,24020,-1.794,-2.336,-7.196
24030,31.738,-39.226,5.74,24030,-0.242,-1.61,-7.022
24040,17.328,-12.96,6.97,24040,0.64,-0.714,-6.752
24050,4.134,22.052,5.262,24050,1.392,0.096,-6.454
24060,4.848,34.062,7.958,24060,1.85,0.612,-6.238
24070,16.228,23.11,8.01,24070,2.446,0.644,-5.962
24080,23.66,9.844,9.822,24080,3.044,0.164,-5.636
24090,23.66,1.524,15.006,24090,2.996,-0.638,-5.512
24100,21.778,-0.884,19.164,24100,2.026,-1.324,-5.714
24110,19.686,-1.798,23.76,24110,0.954,-1.716,-5.704
24120,17.766,-1.368,24.622,24120,0.548,-1.668,-5.362
24130,15.716,-0.742,21.312,24130,1.088,-1.258,-5.038
24140,14.484,-1.322,15.07,24140,1.772,-0.85,-4.688
24150,13.324,-0.916,9.63,24150,2.294,-0.63,-4.33
24160,12.508,2.736,8.926,24160,2.674,-0.568,-3.956
24170,11.182,5.87,13.866,24170,2.972,-0.706,-3.636
24180,11.66,6.572,17.508,24180,2.838,-1.162,-3.806
24190,15.12,1.538,19.502,24190,1.966,-1.828,-4.362
24200,18.24,-2.88,19.506,24200,0.924,-2.416,-4.79
24210,18.546,-1.698,18.42,24210,0.094,-2.924,-5.046
24220,17.256,0.548,16.666,24220,-0.368,-3.228,-5.104
24230,15.918,1.148,14.1,24230,-0.644,-3.32,-4.984
24240,13.844,1.946,11.486,24240,-1.006,-3.262,-4.77
24250,10.772,4.1,9.28,24250,-1.41,-3.232,-4.432
24260,8.184,5.608,11.178,24260,-1.466,-2.992,-4.042
24270,8.302,5.256,12.888,24270,-0.97,-2.478,-3.812
24280,9.772,4.76,12.55,24280,-0.074,-1.922,-3.65
24290,13.252,2.838,11.922,24290,0.772,-1.482,-3.386
24300,16.634,1.364,11.044,24300,1.548,-1.238,-3.118
24310,18.352,0.956,10.83,24310,2.14,-1.114,-2.894
