time,acc_x,acc_y,acc_z,time,gyro_x,gyro_y,gyro_z
10,0.152,5.638,8.38,10,0.198,-0.076,-0.128
20,0.082,5.218,8.644,20,0.25,-0.052,-0.146
30,-0.386,4.898,8.422,30,0.246,-0.024,-0.134
40,-0.766,5.164,8.192,40,0.17,-0.004,-0.122
50,-0.9,5.412,8.076,50,0.142,-0.004,-0.136
60,-0.702,5.548,8.046,60,0.216,-0.006,-0.172
70,-0.632,5.38,7.952,70,0.208,-0.034,-0.208
80,-0.438,5.262,8.004,80,0.016,-0.122,-0.178
90,-0.23,5.314,8.18,90,-0.344,-0.202,-0.086
100,-0.192,5.522,8.412,100,-0.71,-0.26,-0.12
110,-0.134,5.724,8.486,110,-0.838,-0.272,-0.214
120,-0.118,5.478,8.18,120,-0.718,-0.268,-0.252
130,-0.198,4.932,7.522,130,-0.51,-0.298,-0.234
140,-0.19,4.962,7.436,140,-0.29,-0.274,-0.126
150,-0.574,5.666,7.586,150,-0.132,-0.086,-0.022
160,-0.902,6.5,7.738,160,0.012,0.052,-0.138
170,-1.208,6.832,7.896,170,0.362,0.02,-0.224
180,-1.308,5.912,7.828,180,0.628,-0.086,-0.14
190,-0.652,4.978,8.026,190,0.74,-0.15,0.152
200,0.01,4.666,8.346,200,0.844,-0.046,0.318
210,1.046,4.736,8.55,210,0.828,0.086,0.092
220,2.364,5.14,8.7,220,0.46,0.004,0.152
230,1.734,5.194,8.5,230,-0.058,-0.086,0.03
240,-0.144,3.738,8.068,240,-0.32,-0.12,-0.032
250,-1.148,3.568,8.092,250,-0.368,-0.114,0.052
260,0.1,4.282,8.232,260,-0.256,-0.058,0.02
270,2.882,4.226,8.2,270,-0.068,-0.004,-0.034
280,1.724,4.934,8.532,280,0.102,-0.002,-0.034
290,-0.438,6.48,8.566,290,0.218,-0.022,-0.028
300,-2.28,6.788,8.652,300,0.214,-0.03,-0.032
310,-2.008,6.038,8.614,310,0.078,-0.042,-0.042
320,-0.262,5.238,8.462,320,-0.152,-0.056,-0.042
330,0.73,4.808,8.426,330,-0.394,-0.054,-0.034
340,0.784,4.622,8.51,340,-0.516,-0.062,-0.024
350,0.194,4.428,8.49,350,-0.466,-0.058,-0.018
360,-0.24,4.532,8.382,360,-0.338,-0.032,-0.004
370,-0.14,5.112,8.332,370,-0.248,-0.022,0.002
380,0.068,5.776,8.328,380,-0.206,-0.048,-0.012
390,0.176,6.306,8.174,390,-0.21,-0.058,-0.046
400,0.308,6.558,8.192,400,-0.29,-0.046,-0.03
410,0.226,6.152,8.344,410,-0.398,-0.038,-0.012
420,0.112,5.322,8.344,420,-0.436,-0.034,-0.006
430,0.236,4.8,8.338,430,-0.398,-0.034,0
440,0.216,4.696,8.312,440,-0.346,-0.04,-0.012
450,-0.146,4.894,8.274,450,-0.344,-0.054,-0.028
460,-0.334,5.35,8.296,460,-0.392,-0.068,-0.012
470,0.062,5.858,8.482,470,-0.404,-0.078,0.012
480,0.284,5.928,8.608,480,-0.342,-0.084,0.018
490,0.284,5.534,8.54,490,-0.22,-0.09,0.002
500,0.29,4.982,8.236,500,-0.138,-0.098,-0.024
510,0.226,4.732,8.006,510,-0.128,-0.12,-0.052
520,0.21,4.804,7.966,520,-0.176,-0.164,-0.05
530,0.244,4.892,8.096,530,-0.272,-0.198,-0.05
540,0.334,4.798,8.236,540,-0.394,-0.22,-0.048
550,0.412,4.48,8.262,550,-0.534,-0.23,-0.006
560,0.452,4.374,8.118,560,-0.592,-0.256,0.036
570,0.494,4.76,8.16,570,-0.484,-0.274,0.042
580,0.532,5.22,8.18,580,-0.282,-0.284,0.048
590,0.566,5.466,7.988,590,-0.03,-0.238,0.066
600,0.68,5.476,7.816,600,0.214,-0.18,0.042
610,0.836,5.472,7.776,610,0.346,-0.164,0.008
620,0.984,5.278,7.768,620,0.31,-0.166,0.012
630,0.966,4.696,7.858,630,0.18,-0.172,0.046
640,0.914,4.022,7.874,640,0.082,-0.18,0.108
650,0.956,3.654,8.056,650,0.14,-0.19,0.158
660,1.078,3.528,8.496,660,0.348,-0.186,0.188
670,1.018,3.786,8.922,670,0.626,-0.154,0.214
680,0.808,4.598,8.856,680,0.858,-0.12,0.244
690,0.932,5.708,8.774,690,1.032,-0.09,0.288
700,1.04,6.166,8.546,700,1.198,-0.058,0.316
710,1.106,5.754,8.328,710,1.374,-0.018,0.364
720,1.064,4.78,8.006,720,1.604,-0.008,0.41
730,1.086,3.798,7.834,730,1.912,-0.028,0.462
740,1.392,3.398,8.008,740,2.314,-0.042,0.536
750,1.648,3.688,8.318,750,2.802,-0.008,0.568
760,1.8,3.936,8.602,760,3.25,0.052,0.564
770,1.748,4.192,8.766,770,3.504,0.086,0.598
780,1.732,4.308,8.8,780,3.512,0.182,0.564
790,1.702,4.15,8.474,790,3.292,0.266,0.484
800,1.638,3.78,7.7,800,2.88,0.268,0.498
810,1.588,3.052,6.83,810,2.366,0.308,0.584
820,1.64,2.766,6.63,820,1.936,0.354,0.554
830,1.78,3.33,6.84,830,1.652,0.372,0.476
840,1.788,3.69,6.562,840,1.366,0.402,0.46
850,1.806,5.294,6.518,850,1.046,0.42,0.438
860,2.08,8.51,7.604,860,0.722,0.432,0.392
870,2.028,10.164,8.024,870,0.432,0.47,0.334
880,1.906,9.508,7.71,880,0.264,0.514,0.312
890,1.132,8.536,6.794,890,0.16,0.56,0.304
900,0.444,8.432,5.922,900,0.126,0.61,0.274
910,0.614,8.66,6.214,910,0.258,0.71,0.254
920,0.602,9.128,6.082,920,0.478,0.846,0.214
930,0.536,9.468,6.17,930,0.6,1.016,0.138
940,0.56,9.942,6.976,940,0.424,1.168,0.134
950,0.634,10.778,8.318,950,-0.21,1.302,0.098
960,0.44,10.598,7.916,960,-1.076,1.426,0.016
970,0.348,9.878,6.668,970,-1.734,1.492,-0.018
980,0.478,9.128,6.268,980,-1.916,1.496,-0.018
990,0.536,8.5,6.638,990,-1.552,1.51,0.028
1000,0.416,8.596,6.794,1000,-0.704,1.644,0.024
1010,0.546,9.244,7.454,1010,0.14,1.772,-0.042
1020,0.622,10.392,9.072,1020,0.326,1.814,-0.05
1030,0.73,12.338,9.412,1030,-0.164,1.79,-0.008
1040,0.658,13.38,8.406,1040,-0.634,1.812,-0.012
1050,-0.248,12.084,7.108,1050,-0.708,1.856,-0.054
1060,-1.132,7.898,5.904,1060,-0.364,1.884,-0.124
1070,-0.96,4.7,6.646,1070,0.154,1.91,-0.122
1080,-0.588,4.356,6.466,1080,0.896,1.884,-0.128
1090,-0.662,6.004,6.158,1090,1.646,1.854,-0.182
1100,-0.792,7.57,7,1100,2.012,1.942,-0.134
1110,-0.772,8.206,7.812,1110,2.058,2.102,-0.212
1120,-0.38,7.818,8.35,1120,1.966,2.284,-0.418
1130,-0.446,7.602,7.896,1130,1.628,2.39,-0.398
1140,-1.538,6.778,6.736,1140,1.268,2.498,-0.348
1150,-3.062,5.11,5.914,1150,0.894,2.552,-0.39
1160,-3.436,3.968,4.972,1160,0.398,2.54,-0.35
1170,-2.08,3.328,5.936,1170,0.024,2.482,-0.28
1180,-1.034,4.262,7.266,1180,-0.14,2.336,-0.332
1190,-0.714,8.552,8.25,1190,0.204,2.092,-0.508
1200,-0.838,10.17,7.752,1200,0.526,1.942,-0.62
1210,-1.646,8.742,7.15,1210,0.28,2.03,-0.666
1220,-2.592,8.92,7.288,1220,-0.52,2.074,-0.658
1230,-3.008,10.336,7.552,1230,-1.248,1.974,-0.648
1240,-3.204,10.166,6.34,1240,-1.604,1.862,-0.556
1250,-3.408,7.368,3.736,1250,-1.732,1.672,-0.482
1260,-3.51,6.736,0.968,1260,-1.704,1.546,-0.556
1270,-2.908,8.214,-0.142,1270,-1.49,1.538,-0.644
1280,-2.42,8.79,2.862,1280,-1.632,1.61,-0.348
1290,-2.736,9.396,7.19,1290,-1.63,1.708,-0.258
1300,-3.312,9.492,5.958,1300,-1.3,1.674,-0.366
1310,-3.808,7.72,1.878,1310,-1.078,1.598,-0.336
1320,-4.424,8.288,1.648,1320,-1.184,1.51,-0.274
1330,-4.132,9.274,3.04,1330,-1.35,1.458,-0.324
1340,-3.524,8.802,5.656,1340,-1.676,1.458,-0.274
1350,-1.694,6.258,8.994,1350,-1.804,1.482,-0.194
1360,-1.716,5.662,6.966,1360,-1.52,1.544,-0.15
1370,-2.59,7.728,4.004,1370,-1.164,1.568,-0.106
1380,-2.402,7.89,3.092,1380,-0.922,1.5,-0.088
1390,-2.422,7.624,4.536,1390,-0.478,1.31,-0.108
1400,-3.192,9.086,4.326,1400,0.296,1.068,-0.16
1410,-3.564,9.604,5.432,1410,1.284,0.878,-0.358
1420,-4.014,8.106,5.292,1420,1.902,0.85,-0.636
1430,-4.392,5.908,6.032,1430,1.612,0.95,-0.888
1440,-4.904,5.212,6.456,1440,0.412,1.046,-1.066
1450,-5.778,5.534,5.8,1450,-1.278,1.046,-1.216
1460,-6.824,4.426,3.492,1460,-2.374,1.022,-1.348
1470,-7.058,2.036,2.066,1470,-2.228,1.104,-1.5
1480,-6.89,1.176,1.088,1480,-1.432,1.14,-1.64
1490,-6.378,4.048,2.894,1490,-0.918,1.164,-1.776
1500,-5.716,8.848,6.444,1500,-0.99,1.256,-1.896
1510,-5.908,13.412,7.822,1510,-1.434,1.41,-2.012
1520,-6.72,16.504,8.672,1520,-1.774,1.632,-2.142
1530,-7.284,15.346,8.246,1530,-1.924,1.844,-2.25
1540,-6.864,10.89,6.766,1540,-1.984,1.948,-2.242
1550,-6.742,6.456,4.082,1550,-1.85,2.014,-2.226
1560,-6.832,6.074,3.934,1560,-1.412,2.064,-2.224
1570,-6.588,8.25,5.946,1570,-0.826,2.034,-2.166
1580,-6.216,9.188,8.788,1580,-0.292,1.94,-2.166
1590,-5.9,8.328,9.51,1590,-0.176,1.814,-2.098
1600,-6.192,8.006,9.116,1600,-0.566,1.662,-1.942
1610,-6.89,7.344,7.974,1610,-1.21,1.424,-1.706
1620,-7.452,6.092,6.646,1620,-1.764,1.22,-1.508
1630,-7.612,4.428,5.282,1630,-1.864,1.144,-1.456
1640,-7.64,3.196,4.084,1640,-1.476,1.172,-1.35
1650,-7.612,3.258,2.76,1650,-0.966,1.16,-1.128
1660,-7.332,4.222,2.182,1660,-0.648,0.99,-0.916
1670,-6.972,4.86,3.058,1670,-0.62,0.768,-0.702
1680,-7.354,4.718,2.666,1680,-0.778,0.53,-0.438
1690,-7.506,3.574,0.912,1690,-0.946,0.348,-0.266
1700,-6.756,2.126,0.936,1700,-0.952,0.194,-0.124
1710,-5.42,-0.19,2.502,1710,-0.818,0.04,0.048
1720,-4.808,-1.974,3.338,1720,-0.576,-0.128,0.226
1730,-5.78,-1.37,2.304,1730,-0.296,-0.294,0.41
1740,-6.45,0.476,1.44,1740,-0.086,-0.438,0.572
1750,-6.334,1.222,0.51,1750,0.026,-0.598,0.718
1760,-5.944,0.72,-0.644,1760,0.116,-0.796,0.842
1770,-5.618,0.186,-1.35,1770,0.264,-1.008,0.952
1780,-5.244,-0.422,-0.948,1780,0.436,-1.204,1.066
1790,-4.84,-1.17,-0.318,1790,0.566,-1.384,1.172
1800,-4.484,-1.494,-0.03,1800,0.61,-1.546,1.28
1810,-4.542,-1.072,-0.1,1810,0.548,-1.682,1.398
1820,-4.784,-0.174,-0.14,1820,0.39,-1.8,1.534
1830,-5.128,0.208,-0.286,1830,0.256,-1.896,1.632
1840,-5.358,0.15,-0.23,1840,0.226,-1.972,1.67
1850,-5.194,0,0.124,1850,0.28,-2.024,1.702
1860,-4.95,0.062,0.512,1860,0.428,-2.048,1.764
1870,-4.806,0.414,0.9,1870,0.692,-2.046,1.824
1880,-4.644,1.034,1.414,1880,1.032,-2.044,1.862
1890,-4.476,1.582,1.984,1890,1.428,-2.072,1.892
1900,-4.352,1.976,2.614,1900,1.824,-2.11,1.954
1910,-4.352,2.704,3.172,1910,2.108,-2.132,1.986
1920,-4.408,3.37,3.93,1920,2.17,-2.126,1.964
1930,-4.54,3.464,4.478,1930,1.906,-2.046,1.98
1940,-4.732,3.318,4.818,1940,1.376,-1.922,2.028
1950,-4.912,3.09,4.86,1950,0.604,-1.766,2.122
1960,-5.158,2.656,4.088,1960,-0.132,-1.636,2.216
1970,-5.27,2.356,3.238,1970,-0.484,-1.652,2.282
1980,-5.376,2.726,3.416,1980,-0.316,-1.85,2.374
1990,-5.282,4.076,4.594,1990,0.424,-2.094,2.538
2000,-4.556,5.224,6.466,2000,1.394,-2.274,2.602
2010,-3.87,7.064,8.418,2010,2.204,-2.256,2.46
2020,-3.458,8.578,9.986,2020,2.472,-1.97,2.292
2030,-3.702,8.388,9.892,2030,1.998,-1.748,2.26
2040,-4.614,6.76,8.224,2040,0.954,-1.872,2.444
2050,-5.614,3.582,4.944,2050,0.07,-2.002,2.616
2060,-5.816,0.754,1.276,2060,-0.2,-2.014,2.604
2070,-5.322,-0.542,-0.974,2070,0.124,-2.132,2.614
2080,-4.064,1.244,-0.362,2080,0.742,-2.382,2.762
2090,-1.844,6.234,4.454,2090,1.572,-2.594,2.87
2100,-0.438,11.412,10.554,2100,2.35,-2.652,2.784
2110,-1.258,12.316,12.692,2110,2.704,-2.568,2.6
2120,-2.644,10.284,11.09,2120,2.528,-2.534,2.56
2130,-3.364,7.466,8.276,2130,2.166,-2.572,2.592
2140,-3.792,5.036,5.724,2140,2.004,-2.548,2.53
2150,-4.224,1.846,3.316,2150,2.152,-2.424,2.442
2160,-4.098,0.25,1.454,2160,2.4,-2.28,2.418
2170,-2.59,2.394,1.818,2170,2.514,-2.214,2.428
2180,0.096,7.832,4.992,2180,2.442,-2.262,2.434
2190,2.338,11.202,7.672,2190,2.246,-2.274,2.318
2200,3.216,11.35,7.952,2200,1.766,-2.058,2.122
2210,3.296,10.686,7.302,2210,0.924,-1.698,1.964
2220,3.11,9.914,6.694,2220,-0.106,-1.486,1.84
2230,2.722,9.372,6.55,2230,-0.804,-1.456,1.64
2240,2.098,9.336,6.616,2240,-0.714,-1.436,1.464
2250,1.642,9.232,6.006,2250,-0.058,-1.376,1.394
2260,2.09,9.48,5.242,2260,0.946,-1.35,1.324
2270,3.826,11.482,5.636,2270,2.084,-1.29,1.222
2280,5.496,14.308,7.186,2280,2.998,-1.106,1.12
2290,5.532,15.858,8.196,2290,3.482,-0.818,0.982
2300,3.714,15.458,7.216,2300,3.534,-0.532,0.812
2310,1.778,13.654,5.662,2310,3.396,-0.396,0.722
2320,1.268,10.676,5.22,2320,3.268,-0.316,0.632
2330,1.396,7.66,5.026,2330,3.184,-0.3,0.492
2340,1.604,6.128,4.6,2340,3.146,-0.336,0.376
2350,2.588,6.976,5.498,2350,3.134,-0.518,0.258
2360,3.848,9.59,6.352,2360,2.982,-0.578,0.172
2370,4.352,11.99,6.618,2370,2.298,-0.414,0.084
2380,3.804,12.684,6.154,2380,1.008,-0.184,0.05
2390,2.912,12.786,5.32,2390,-0.372,-0.074,0.066
2400,2.014,12.682,4.962,2400,-1.308,-0.068,0.006
2410,1.492,12.244,4.58,2410,-1.746,-0.02,-0.056
2420,0.974,11.916,3.272,2420,-1.806,0,-0.092
2430,1.414,11.7,2.24,2430,-1.58,0.002,-0.104
2440,2.266,12.89,2.382,2440,-1.224,0.028,-0.154
2450,3.006,15.99,4.306,2450,-1.012,0.06,-0.276
2460,2.936,17.61,6.398,2460,-1.096,0.092,-0.334
2470,2.43,15.97,6,2470,-1.382,0.082,-0.342
2480,2.438,13.48,4.362,2480,-1.742,0.092,-0.352
2490,2.328,11.026,3.212,2490,-1.998,0.084,-0.396
2500,1.938,8.486,2.718,2500,-2.218,0.07,-0.44
2510,1.926,7.086,2.836,2510,-2.352,0.03,-0.502
2520,2.174,8.162,3.378,2520,-2.332,-0.026,-0.602
2530,2.812,9.474,4.27,2530,-2.222,-0.078,-0.652
2540,2.918,9.996,4.306,2540,-2.174,-0.088,-0.612
2550,2.842,9.774,4.272,2550,-2.19,-0.022,-0.528
2560,2.608,9.608,3.742,2560,-2.15,0.01,-0.514
2570,2.478,9.636,3.428,2570,-2.022,0.002,-0.524
2580,2.326,9.528,2.854,2580,-1.776,0.048,-0.54
2590,1.978,9.374,2.096,2590,-1.504,0.15,-0.562
2600,1.796,9.286,1.586,2600,-1.256,0.24,-0.524
2610,1.948,9.106,1.322,2610,-0.936,0.37,-0.51
2620,2.384,8.654,1.806,2620,-0.546,0.47,-0.614
2630,2.572,8.432,2.468,2630,-0.166,0.46,-0.748
2640,2.688,8.208,2.838,2640,0.176,0.476,-0.718
2650,3.016,8.084,3.064,2650,0.474,0.502,-0.64
2660,3.258,8.154,3.712,2660,0.72,0.578,-0.744
2670,3.316,8.06,4.626,2670,0.862,0.61,-0.864
2680,3.606,7.688,5.928,2680,0.706,0.604,-0.916
2690,3.11,7.66,5.908,2690,0.368,0.576,-0.93
2700,1.648,8.544,4.84,2700,0.01,0.566,-0.926
2710,1.83,9.484,4.302,2710,-0.372,0.614,-0.91
2720,2.602,9.158,3.592,2720,-0.76,0.776,-0.926
2730,2.842,9.114,2.876,2730,-1.26,0.944,-0.956
2740,2.584,9.602,2.206,2740,-1.642,1.088,-0.95
2750,2.158,9.89,2.494,2750,-1.82,1.154,-0.866
2760,1.788,10.022,3.59,2760,-1.71,1.064,-0.724
2770,1.71,10.056,4.442,2770,-1.16,0.93,-0.632
2780,2.05,10.058,5.072,2780,-0.23,0.808,-0.566
2790,2.82,10.746,6.172,2790,0.71,0.708,-0.516
2800,3.302,11.194,7.322,2800,1.254,0.636,-0.56
2810,2.788,10.454,6.58,2810,1.436,0.74,-0.626
2820,2.108,9.328,5.21,2820,1.34,0.932,-0.76
2830,1.102,7.476,3.178,2830,1.25,0.932,-0.838
2840,0.47,4.464,1.036,2840,1.176,0.71,-0.532
2850,0.412,2.104,-0.324,2850,1.17,0.588,-0.136
2860,1.058,1.772,-0.18,2860,1.376,0.512,-0.162
2870,1.24,2.45,0.07,2870,1.272,0.482,-0.314
2880,1.702,5.918,2.112,2880,0.564,0.43,-0.376
2890,1.96,10.942,6.036,2890,-0.55,0.23,-0.418
2900,1.546,13.57,8.56,2900,-1.634,0.032,-0.37
2910,1.096,10.532,7.248,2910,-2.088,0.002,-0.324
2920,1.078,4.186,4.112,2920,-1.726,0.066,-0.344
2930,0.316,2.084,1.444,2930,-0.888,0.152,-0.368
2940,0.576,5.194,1.692,2940,0.014,0.226,-0.358
2950,1.538,10.296,3.16,2950,0.63,0.268,-0.366
2960,1.304,14.354,4.368,2960,0.786,0.32,-0.412
2970,1.174,14.35,4.828,2970,0.434,0.386,-0.42
2980,1.198,11.314,4.894,2980,-0.272,0.458,-0.366
2990,1.02,8.164,4.398,2990,-1.01,0.542,-0.336
3000,1.024,6.386,4.362,3000,-1.544,0.622,-0.332
3010,1.066,6.092,4.508,3010,-1.788,0.752,-0.282
3020,0.7,7.09,4.494,3020,-1.788,0.89,-0.262
3030,0.442,8.892,4.77,3030,-1.6,0.988,-0.254
3040,0.486,10.434,5.214,3040,-1.392,1.022,-0.254
3050,0.71,11.534,6.038,3050,-1.322,0.988,-0.248
3060,0.938,12.444,6.868,3060,-1.29,0.918,-0.206
3070,0.792,12.488,6.638,3070,-0.958,0.876,-0.228
3080,0.658,11.614,6.192,3080,-0.422,0.722,-0.352
3090,0.45,10.444,6.28,3090,0.032,0.584,-0.452
3100,0.138,9.27,6.46,3100,0.458,0.588,-0.54
3110,-0.348,8.778,6.082,3110,0.766,0.508,-0.604
3120,-0.75,9.084,4.978,3120,0.712,0.424,-0.614
3130,-0.868,8.71,4.536,3130,0.33,0.394,-0.564
3140,-0.504,7.164,4.078,3140,-0.258,0.384,-0.544
3150,-0.9,6.59,2.42,3150,-0.996,0.362,-0.486
3160,-1.624,6.67,0.422,3160,-1.562,0.346,-0.452
3170,-0.484,6.852,2.454,3170,-1.732,0.376,-0.466
3180,0.096,7.484,3.638,3180,-1.518,0.386,-0.348
3190,-0.298,8.038,3.444,3190,-0.89,0.392,-0.12
3200,-0.796,8.104,3.776,3200,0,0.332,-0.07
3210,-1.308,8.778,4.746,3210,0.742,0.228,-0.138
3220,-1.392,9.498,5.71,3220,1.036,0.16,-0.144
3230,-1.126,9.966,6.164,3230,0.948,0.072,-0.018
3240,-0.232,10.344,7.584,3240,0.912,0.042,0.026
3250,0.38,8.734,7.532,3250,1.002,0.1,0.086
3260,0.008,5.048,5.164,3260,1.022,0.132,0.164
3270,-1.364,2.47,2.484,3270,0.93,0.098,0.1
3280,-2.006,3.046,1.32,3280,0.728,0.01,0.076
3290,-1.198,5.856,2.684,3290,0.62,-0.038,0.06
3300,-0.672,7.12,3.906,3300,0.634,-0.01,0.014
3310,-0.768,6.798,4.33,3310,0.614,-0.004,-0.054
3320,-0.294,5.924,4.914,3320,0.492,-0.052,-0.134
3330,0.066,4.878,4.658,3330,0.258,-0.106,-0.14
3340,-0.45,7.398,4.002,3340,-0.112,-0.162,-0.116
3350,-0.774,10.266,4.356,3350,-0.494,-0.204,-0.072
3360,-0.758,11.026,4.708,3360,-0.586,-0.22,-0.018
3370,-0.088,10.348,4.516,3370,-0.394,-0.226,0.042
3380,-0.02,10.014,3.994,3380,-0.06,-0.226,0.1
3390,-0.644,10.22,3.71,3390,0.314,-0.23,0.112
3400,-0.918,10.172,3.888,3400,0.598,-0.258,0.132
3410,-1.054,9.872,4.094,3410,0.744,-0.34,0.19
3420,-0.962,9.554,4.398,3420,0.824,-0.442,0.208
3430,-0.708,8.892,4.698,3430,1.03,-0.474,0.166
3440,-0.548,7.588,4.442,3440,1.23,-0.52,0.184
3450,-0.536,6.554,3.848,3450,1.178,-0.56,0.192
3460,-0.672,6.598,3.604,3460,1.03,-0.53,0.152
3470,-0.778,7.182,3.85,3470,0.792,-0.508,0.148
3480,-1.018,7.428,3.682,3480,0.466,-0.496,0.17
3490,-1.484,6.968,3.002,3490,0.23,-0.466,0.19
3500,-1.378,7.294,3.04,3500,0.146,-0.446,0.23
3510,-0.712,8.234,3.452,3510,0.136,-0.42,0.282
3520,-0.464,8.526,3.618,3520,0.118,-0.382,0.328
3530,-0.066,9.572,4.482,3530,0.052,-0.364,0.36
3540,0.304,10.37,5.032,3540,-0.02,-0.394,0.412
3550,0.184,10.14,5.042,3550,-0.036,-0.464,0.46
3560,-0.188,9.498,4.892,3560,0.122,-0.488,0.402
3570,-0.454,8.954,4.61,3570,0.438,-0.448,0.324
3580,-0.428,8.518,4.484,3580,0.69,-0.438,0.336
3590,-0.37,8.326,4.39,3590,0.698,-0.44,0.368
3600,-0.35,8.534,4.406,3600,0.49,-0.44,0.384
3610,-0.384,8.846,4.456,3610,0.204,-0.444,0.374
3620,-0.486,8.43,3.858,3620,0.01,-0.424,0.34
3630,-0.346,8.088,3.416,3630,-0.04,-0.374,0.332
3640,0.312,8.412,3.708,3640,0.008,-0.356,0.352
3650,0.614,8.746,3.874,3650,0.16,-0.322,0.352
3660,0.264,9.164,4.188,3660,0.35,-0.278,0.332
3670,-0.098,9.778,4.49,3670,0.498,-0.232,0.294
3680,-0.19,10.266,4.622,3680,0.536,-0.174,0.272
3690,-0.084,10.514,4.696,3690,0.452,-0.152,0.284
3700,0.336,10.366,4.878,3700,0.328,-0.15,0.278
3710,0.492,9.628,4.676,3710,0.248,-0.134,0.248
3720,0.348,8.93,4.312,3720,0.24,-0.106,0.218
3730,0.226,8.48,3.98,3730,0.262,-0.088,0.22
3740,0.098,8.632,4.058,3740,0.226,-0.104,0.248
3750,0.276,9.428,4.522,3750,0.184,-0.124,0.252
3760,0.25,9.908,4.64,3760,0.172,-0.108,0.214
3770,-0.016,9.928,4.548,3770,0.148,-0.058,0.16
3780,-0.064,9.7,4.346,3780,0.048,-0.034,0.128
3790,0.082,9.372,4.194,3790,-0.124,-0.036,0.116
3800,0.22,9.276,4.134,3800,-0.27,-0.062,0.098
3810,0.086,9.134,3.992,3810,-0.27,-0.096,0.074
3820,-0.05,9.046,3.766,3820,-0.118,-0.082,0.042
3830,0.086,8.984,3.5,3830,-0.012,-0.05,0.032
3840,0.448,9.412,3.634,3840,-0.134,-0.026,0.048
3850,0.58,10.164,3.908,3850,-0.418,-0.02,0.046
3860,0.342,10.666,4.248,3860,-0.698,-0.032,0.038
3870,0.016,10.66,4.382,3870,-0.78,-0.026,0.006
3880,-0.122,9.976,4.188,3880,-0.666,0.01,-0.01
3890,0.074,9.158,3.864,3890,-0.468,0.03,0.008
3900,0.342,9.048,3.792,3900,-0.306,0.05,0.006
3910,0.336,9.48,3.994,3910,-0.218,0.074,-0.006
3920,0.152,10.15,4.114,3920,-0.186,0.062,-0.01
3930,0.014,10.228,4.032,3930,-0.192,0.02,-0.012
3940,0.004,9.902,4.054,3940,-0.262,-0.018,0
3950,0.204,9.466,4.34,3950,-0.344,-0.022,-0.018
3960,0.246,8.768,4.182,3960,-0.384,-0.014,-0.066
3970,0.08,8.728,4.04,3970,-0.336,-0.004,-0.106
3980,-0.022,9.348,4.198,3980,-0.23,0.01,-0.132
3990,-0.186,9.782,4.162,3990,-0.112,0.038,-0.16
4000,-0.35,9.796,3.872,4000,0.002,0.042,-0.186
4010,-0.246,9.704,3.89,4010,0.12,0.026,-0.186
4020,-0.062,9.742,4.07,4020,0.198,-0.01,-0.164
4030,0.136,9.744,4.142,4030,0.198,-0.044,-0.128
4040,0.318,9.768,4.388,4040,0.146,-0.062,-0.098
4050,0.474,9.596,4.35,4050,0.09,-0.058,-0.082
4060,0.494,9.386,4.26,4060,0.084,-0.032,-0.056
4070,0.306,9.292,4.166,4070,0.126,0.004,-0.028
4080,0.154,9.214,4.112,4080,0.132,0.048,-0.004
4090,0.08,9.104,4.11,4090,0.036,0.066,0.034
4100,-0.05,8.866,4.006,4100,-0.102,0.042,0.058
4110,-0.106,8.758,3.96,4110,-0.22,-0.008,0.062
4120,-0.068,8.632,4.22,4120,-0.264,-0.07,0.072
4130,0.136,8.174,4.336,4130,-0.238,-0.124,0.056
4140,0.306,7.788,4.402,4140,-0.368,-0.116,0.026
4150,0.452,8,4.646,4150,-0.65,-0.114,0.03
4160,0.498,8.322,4.656,4160,-0.834,-0.11,0.12
4170,0.298,8.492,4.384,4170,-0.914,-0.018,0.194
4180,0,8.436,3.848,4180,-0.854,0.086,0.24
4190,-0.038,8.31,3.444,4190,-0.51,0.164,0.314
4200,-0.062,8.67,3.228,4200,0.042,0.116,0.374
4210,0.468,9.638,4.192,4210,0.65,0.034,0.294
4220,0.81,9.692,5.156,4220,1.382,-0.044,0.278
4230,0.628,8.934,5.392,4230,1.854,-0.19,0.306
4240,0.88,8.428,6.516,4240,1.772,-0.244,0.256
4250,0.894,7.694,6.7,4250,1.128,-0.222,0.216
4260,0.92,6.824,6.266,4260,0.288,-0.256,0.184
4270,0.62,5.316,4.198,4270,-0.376,-0.23,0.156
4280,0.234,4.344,2.664,4280,-0.626,-0.116,0.166
4290,0.756,4.424,1.946,4290,-0.462,-0.1,0.256
4300,1.154,5.152,1.096,4300,-0.012,-0.15,0.388
4310,1.602,7.794,1.186,4310,0.632,-0.164,0.464
4320,2.404,11.232,2.856,4320,1.202,-0.208,0.516
4330,2.278,13.044,4.142,4330,1.344,-0.272,0.614
4340,2.03,12.306,5.016,4340,0.968,-0.324,0.724
4350,2.084,10.796,6.306,4350,0.284,-0.368,0.772
4360,1.804,8.794,6.584,4360,-0.426,-0.404,0.784
4370,1.216,5.836,4.756,4370,-1.02,-0.446,0.828
4380,0.914,3.866,3.076,4380,-1.414,-0.464,0.904
4390,0.866,4.02,2.548,4390,-1.558,-0.478,0.97
4400,1.13,5.906,2.734,4400,-1.382,-0.528,1.012
4410,1.536,8.064,3.224,4410,-0.948,-0.55,0.986
4420,1.97,9.726,3.676,4420,-0.446,-0.52,0.954
